STATE,STATENAME,ST_CASE,VEH_NO,PER_NO,PERSONRF,PERSONRFNAME
1,Alabama,10769,1,1,0,None
1,Alabama,10769,2,1,0,None
1,Alabama,10770,0,1,0,None
1,Alabama,10770,1,1,0,None
1,Alabama,10771,1,1,0,None
1,Alabama,10771,1,2,0,None
1,Alabama,10772,1,1,0,None
1,Alabama,10772,2,1,0,None
1,Alabama,10773,1,1,0,None
1,Alabama,10774,1,1,0,None
1,Alabama,10775,1,1,0,None
1,Alabama,10776,1,1,0,None
1,Alabama,10776,1,2,0,None
1,Alabama,10778,1,1,0,None
1,Alabama,10778,1,2,0,None
1,Alabama,10779,1,1,0,None
1,Alabama,10780,1,1,0,None
1,Alabama,10781,1,1,0,None
1,Alabama,10782,1,1,0,None
1,Alabama,10782,2,1,0,None
1,Alabama,10783,1,1,0,None
1,Alabama,10783,1,2,0,None
1,Alabama,10783,2,1,0,None
1,Alabama,10783,3,1,0,None
1,Alabama,10783,3,2,0,None
1,Alabama,10784,0,1,0,None
1,Alabama,10784,1,1,0,None
1,Alabama,10785,1,1,0,None
1,Alabama,10785,2,1,0,None
1,Alabama,10786,1,1,0,None
1,Alabama,10787,1,1,0,None
1,Alabama,10787,1,2,0,None
1,Alabama,10787,3,1,0,None
1,Alabama,10788,1,1,0,None
1,Alabama,10788,2,1,0,None
1,Alabama,10788,2,2,0,None
1,Alabama,10788,2,3,0,None
1,Alabama,10788,2,4,0,None
1,Alabama,10788,2,5,0,None
1,Alabama,10789,1,1,0,None
1,Alabama,10789,1,2,0,None
1,Alabama,10790,1,1,0,None
1,Alabama,10791,1,1,0,None
1,Alabama,10791,1,2,0,None
1,Alabama,10792,1,1,0,None
1,Alabama,10793,0,1,0,None
1,Alabama,10793,1,1,0,None
1,Alabama,10793,1,2,0,None
1,Alabama,10794,1,1,0,None
1,Alabama,10795,0,1,0,None
1,Alabama,10795,1,1,0,None
1,Alabama,10795,1,2,0,None
1,Alabama,10795,1,3,0,None
1,Alabama,10796,1,1,0,None
1,Alabama,10797,1,1,0,None
1,Alabama,10797,1,2,0,None
1,Alabama,10797,2,1,0,None
1,Alabama,10798,1,1,0,None
1,Alabama,10798,1,2,0,None
1,Alabama,10798,1,3,0,None
1,Alabama,10799,1,1,0,None
1,Alabama,10799,2,1,0,None
1,Alabama,10800,1,1,0,None
1,Alabama,10800,2,1,0,None
1,Alabama,10801,1,1,0,None
1,Alabama,10801,2,1,0,None
1,Alabama,10801,2,2,0,None
1,Alabama,10802,1,1,0,None
1,Alabama,10803,1,1,0,None
1,Alabama,10803,1,2,0,None
1,Alabama,10803,2,1,0,None
1,Alabama,10803,2,2,0,None
1,Alabama,10804,1,1,0,None
1,Alabama,10804,1,2,0,None
1,Alabama,10805,1,1,0,None
1,Alabama,10806,1,1,0,None
1,Alabama,10807,0,1,0,None
1,Alabama,10807,0,2,0,None
1,Alabama,10807,0,3,0,None
1,Alabama,10807,1,1,0,None
1,Alabama,10808,1,1,0,None
1,Alabama,10809,1,1,0,None
1,Alabama,10810,0,1,0,None
1,Alabama,10810,1,1,0,None
1,Alabama,10811,1,1,0,None
1,Alabama,10812,1,1,0,None
1,Alabama,10812,1,2,18,Mother of Dead Fetus/Infant Born Post Crash
1,Alabama,10813,1,1,0,None
1,Alabama,10814,1,1,0,None
1,Alabama,10814,2,1,0,None
1,Alabama,10815,1,1,0,None
1,Alabama,10815,2,1,0,None
1,Alabama,10816,1,1,0,None
1,Alabama,10816,2,1,0,None
1,Alabama,10816,2,2,0,None
1,Alabama,10816,2,3,0,None
1,Alabama,10816,2,4,0,None
1,Alabama,10817,1,1,0,None
1,Alabama,10818,1,1,0,None
1,Alabama,10818,2,1,0,None
1,Alabama,10819,0,1,0,None
1,Alabama,10819,1,1,0,None
1,Alabama,10819,1,2,0,None
1,Alabama,10819,1,3,0,None
1,Alabama,10819,1,4,0,None
1,Alabama,10820,1,1,0,None
1,Alabama,10821,1,1,0,None
1,Alabama,10821,2,1,0,None
1,Alabama,10822,1,1,0,None
1,Alabama,10822,2,1,0,None
1,Alabama,10823,1,1,0,None
1,Alabama,10824,1,1,0,None
1,Alabama,10824,1,2,0,None
1,Alabama,10825,1,1,0,None
1,Alabama,10825,1,2,0,None
1,Alabama,10825,2,1,0,None
1,Alabama,10825,2,2,0,None
1,Alabama,10825,2,3,0,None
1,Alabama,10826,1,1,0,None
1,Alabama,10827,1,1,0,None
1,Alabama,10827,2,1,0,None
1,Alabama,10828,1,1,0,None
1,Alabama,10828,2,1,0,None
1,Alabama,10829,1,1,0,None
1,Alabama,10829,2,1,0,None
1,Alabama,10829,2,2,0,None
1,Alabama,10830,1,1,0,None
1,Alabama,10830,1,2,0,None
1,Alabama,10830,2,1,0,None
1,Alabama,10830,2,2,0,None
1,Alabama,10830,2,3,0,None
1,Alabama,10831,1,1,0,None
1,Alabama,10832,1,1,0,None
1,Alabama,10832,1,2,0,None
1,Alabama,10832,1,3,0,None
1,Alabama,10832,1,4,0,None
1,Alabama,10832,1,5,0,None
1,Alabama,10833,1,1,0,None
1,Alabama,10833,2,1,0,None
1,Alabama,10833,2,2,0,None
1,Alabama,10834,1,1,0,None
1,Alabama,10834,1,2,0,None
1,Alabama,10834,1,3,0,None
1,Alabama,10835,1,1,0,None
1,Alabama,10836,1,1,0,None
1,Alabama,10836,2,1,0,None
1,Alabama,10836,2,2,0,None
1,Alabama,10836,2,3,0,None
1,Alabama,10836,3,1,0,None
1,Alabama,10837,1,1,0,None
1,Alabama,10838,1,1,0,None
1,Alabama,10838,1,2,0,None
1,Alabama,10838,1,3,0,None
1,Alabama,10838,1,4,0,None
1,Alabama,10838,1,5,0,None
1,Alabama,10838,2,1,0,None
1,Alabama,10839,0,1,0,None
1,Alabama,10839,1,1,0,None
1,Alabama,10840,1,1,0,None
1,Alabama,10840,2,1,0,None
1,Alabama,10840,2,2,0,None
1,Alabama,10840,2,3,0,None
1,Alabama,10840,3,1,0,None
1,Alabama,10841,1,1,0,None
1,Alabama,10841,2,1,0,None
1,Alabama,10841,2,2,0,None
1,Alabama,10841,2,3,0,None
1,Alabama,10842,1,1,0,None
1,Alabama,10842,1,2,0,None
1,Alabama,10842,1,3,0,None
1,Alabama,10843,1,1,0,None
1,Alabama,10843,2,1,0,None
1,Alabama,10844,1,1,0,None
1,Alabama,10845,1,1,0,None
1,Alabama,10846,1,1,0,None
1,Alabama,10847,1,1,0,None
1,Alabama,10847,1,2,0,None
1,Alabama,10848,1,1,0,None
1,Alabama,10848,2,1,0,None
1,Alabama,10849,1,1,0,None
1,Alabama,10850,1,1,0,None
1,Alabama,10850,1,2,0,None
1,Alabama,10850,2,1,0,None
1,Alabama,10850,2,2,0,None
1,Alabama,10850,2,3,0,None
1,Alabama,10851,1,1,0,None
1,Alabama,10852,1,1,0,None
1,Alabama,10852,2,1,0,None
1,Alabama,10853,1,1,0,None
1,Alabama,10853,2,1,0,None
1,Alabama,10854,1,1,0,None
1,Alabama,10855,1,1,0,None
1,Alabama,10856,0,1,0,None
1,Alabama,10856,1,1,0,None
1,Alabama,10856,1,2,0,None
1,Alabama,10856,1,3,0,None
1,Alabama,10857,1,1,0,None
1,Alabama,10858,0,1,0,None
1,Alabama,10858,1,1,0,None
1,Alabama,10859,0,1,0,None
1,Alabama,10860,1,1,0,None
2,Alaska,20001,1,1,0,None
2,Alaska,20001,2,1,0,None
2,Alaska,20002,0,1,0,None
2,Alaska,20002,1,1,0,None
2,Alaska,20003,1,1,0,None
2,Alaska,20003,1,2,0,None
2,Alaska,20003,2,1,0,None
2,Alaska,20004,1,1,0,None
2,Alaska,20004,2,1,0,None
2,Alaska,20004,2,2,0,None
2,Alaska,20004,2,3,0,None
2,Alaska,20005,1,1,0,None
2,Alaska,20005,1,2,0,None
2,Alaska,20005,1,3,0,None
2,Alaska,20005,2,1,0,None
2,Alaska,20005,2,2,0,None
2,Alaska,20006,0,1,0,None
2,Alaska,20006,1,1,0,None
2,Alaska,20007,0,1,0,None
2,Alaska,20007,1,1,0,None
2,Alaska,20008,1,1,0,None
2,Alaska,20008,1,2,0,None
2,Alaska,20008,2,1,0,None
2,Alaska,20008,3,1,0,None
2,Alaska,20009,1,1,0,None
2,Alaska,20009,1,2,0,None
2,Alaska,20009,2,1,0,None
2,Alaska,20009,2,2,0,None
2,Alaska,20009,2,3,0,None
2,Alaska,20010,0,1,0,None
2,Alaska,20010,1,1,0,None
2,Alaska,20011,1,1,0,None
2,Alaska,20011,2,1,0,None
2,Alaska,20011,3,1,0,None
2,Alaska,20012,1,1,0,None
2,Alaska,20013,1,1,0,None
2,Alaska,20013,1,2,0,None
2,Alaska,20013,1,3,5,Interfering With Driver
2,Alaska,20014,1,1,0,None
2,Alaska,20015,1,1,0,None
2,Alaska,20015,2,1,0,None
2,Alaska,20015,2,2,0,None
2,Alaska,20015,2,3,0,None
2,Alaska,20015,2,4,0,None
2,Alaska,20015,2,5,0,None
2,Alaska,20015,3,1,0,None
2,Alaska,20016,1,1,0,None
2,Alaska,20017,1,1,0,None
2,Alaska,20017,2,1,0,None
2,Alaska,20017,2,2,0,None
2,Alaska,20018,1,1,0,None
2,Alaska,20019,1,1,0,None
2,Alaska,20019,2,1,0,None
2,Alaska,20019,2,2,0,None
2,Alaska,20019,2,3,0,None
2,Alaska,20019,2,4,0,None
2,Alaska,20019,3,1,0,None
2,Alaska,20019,3,2,0,None
2,Alaska,20019,3,3,0,None
2,Alaska,20019,3,4,0,None
2,Alaska,20020,1,1,0,None
2,Alaska,20021,1,1,0,None
2,Alaska,20021,1,2,0,None
2,Alaska,20021,2,1,0,None
2,Alaska,20021,2,2,0,None
2,Alaska,20021,2,3,0,None
2,Alaska,20021,2,4,0,None
2,Alaska,20022,1,1,0,None
2,Alaska,20023,0,1,0,None
2,Alaska,20023,1,1,0,None
2,Alaska,20024,1,1,0,None
2,Alaska,20024,1,2,0,None
2,Alaska,20024,1,3,0,None
2,Alaska,20024,1,4,0,None
2,Alaska,20025,1,1,0,None
2,Alaska,20025,1,2,0,None
2,Alaska,20025,2,1,0,None
2,Alaska,20026,0,1,0,None
2,Alaska,20026,0,2,0,None
2,Alaska,20026,1,1,0,None
2,Alaska,20027,1,1,0,None
2,Alaska,20027,1,2,0,None
2,Alaska,20027,1,3,0,None
2,Alaska,20027,2,1,0,None
2,Alaska,20028,0,1,999,Reported as Unknown
2,Alaska,20028,1,1,0,None
2,Alaska,20029,1,1,0,None
2,Alaska,20029,1,2,0,None
2,Alaska,20029,2,1,0,None
2,Alaska,20029,2,2,0,None
2,Alaska,20029,2,3,0,None
2,Alaska,20030,1,1,0,None
2,Alaska,20030,2,1,0,None
2,Alaska,20030,2,2,0,None
2,Alaska,20031,1,1,0,None
2,Alaska,20032,1,1,0,None
2,Alaska,20033,1,1,0,None
2,Alaska,20033,1,2,0,None
2,Alaska,20034,1,1,0,None
2,Alaska,20034,1,2,0,None
2,Alaska,20034,2,1,0,None
2,Alaska,20034,2,2,0,None
2,Alaska,20034,2,3,0,None
2,Alaska,20034,2,4,0,None
2,Alaska,20035,0,1,0,None
2,Alaska,20035,0,2,0,None
2,Alaska,20035,1,1,0,None
2,Alaska,20036,1,1,0,None
2,Alaska,20036,2,1,0,None
2,Alaska,20036,2,2,0,None
2,Alaska,20037,1,1,0,None
2,Alaska,20037,1,2,0,None
2,Alaska,20037,1,3,0,None
2,Alaska,20037,1,4,0,None
2,Alaska,20037,1,5,0,None
2,Alaska,20038,0,1,0,None
2,Alaska,20038,1,1,0,None
2,Alaska,20039,1,1,0,None
2,Alaska,20039,1,2,0,None
2,Alaska,20039,1,3,0,None
2,Alaska,20040,0,1,0,None
2,Alaska,20040,1,1,0,None
2,Alaska,20041,1,1,0,None
2,Alaska,20041,2,1,0,None
2,Alaska,20043,1,1,0,None
2,Alaska,20044,0,1,999,Reported as Unknown
2,Alaska,20044,1,1,0,None
2,Alaska,20045,1,1,0,None
2,Alaska,20045,2,1,0,None
2,Alaska,20046,1,1,0,None
2,Alaska,20046,2,1,0,None
2,Alaska,20046,2,2,0,None
2,Alaska,20048,0,1,0,None
2,Alaska,20048,1,1,0,None
2,Alaska,20048,1,2,0,None
2,Alaska,20049,1,1,0,None
2,Alaska,20049,2,1,0,None
2,Alaska,20049,2,2,0,None
2,Alaska,20049,2,3,0,None
2,Alaska,20050,1,1,0,None
2,Alaska,20050,2,1,0,None
2,Alaska,20050,2,2,0,None
2,Alaska,20051,1,1,0,None
2,Alaska,20051,2,1,0,None
2,Alaska,20051,2,2,0,None
2,Alaska,20051,2,3,0,None
2,Alaska,20051,2,4,0,None
2,Alaska,20052,0,1,0,None
2,Alaska,20052,1,1,0,None
2,Alaska,20053,0,1,0,None
2,Alaska,20053,1,1,0,None
2,Alaska,20054,1,1,0,None
2,Alaska,20055,1,1,0,None
4,Arizona,40001,1,1,0,None
4,Arizona,40001,1,2,0,None
4,Arizona,40001,1,3,0,None
4,Arizona,40001,1,4,0,None
4,Arizona,40001,1,5,0,None
4,Arizona,40001,1,6,0,None
4,Arizona,40002,0,1,0,None
4,Arizona,40002,1,1,0,None
4,Arizona,40003,1,1,0,None
4,Arizona,40003,1,2,0,None
4,Arizona,40003,1,3,0,None
4,Arizona,40003,1,4,0,None
4,Arizona,40003,1,5,0,None
4,Arizona,40004,1,1,0,None
4,Arizona,40004,2,1,0,None
4,Arizona,40005,0,1,0,None
4,Arizona,40005,1,1,0,None
4,Arizona,40005,1,2,0,None
4,Arizona,40005,1,3,0,None
4,Arizona,40005,1,4,0,None
4,Arizona,40005,1,5,0,None
4,Arizona,40005,1,6,0,None
4,Arizona,40005,1,7,0,None
4,Arizona,40006,1,1,0,None
4,Arizona,40006,1,2,0,None
4,Arizona,40006,2,1,0,None
4,Arizona,40007,1,1,0,None
4,Arizona,40007,1,2,999,Reported as Unknown
4,Arizona,40007,1,3,999,Reported as Unknown
4,Arizona,40007,1,4,999,Reported as Unknown
4,Arizona,40007,1,5,999,Reported as Unknown
4,Arizona,40008,1,1,0,None
4,Arizona,40009,1,1,0,None
4,Arizona,40009,2,1,0,None
4,Arizona,40009,2,2,0,None
4,Arizona,40009,2,3,0,None
4,Arizona,40009,3,1,0,None
4,Arizona,40009,3,2,0,None
4,Arizona,40009,4,1,0,None
4,Arizona,40009,4,2,0,None
4,Arizona,40010,0,1,0,None
4,Arizona,40010,1,1,0,None
4,Arizona,40011,1,1,0,None
4,Arizona,40011,1,2,0,None
4,Arizona,40011,2,1,0,None
4,Arizona,40011,2,2,0,None
4,Arizona,40012,1,1,0,None
4,Arizona,40012,2,1,0,None
4,Arizona,40012,2,2,0,None
4,Arizona,40013,1,1,0,None
4,Arizona,40013,2,1,0,None
4,Arizona,40014,1,1,0,None
4,Arizona,40014,1,2,0,None
4,Arizona,40014,2,1,0,None
4,Arizona,40014,2,2,0,None
4,Arizona,40015,0,1,0,None
4,Arizona,40015,1,1,0,None
4,Arizona,40016,0,1,53,Non-Motorist Previously Used a Motor Vehicle for Motion
4,Arizona,40016,1,1,0,None
4,Arizona,40017,1,1,0,None
4,Arizona,40017,2,1,0,None
4,Arizona,40018,1,1,0,None
4,Arizona,40018,2,1,0,None
4,Arizona,40018,3,1,0,None
4,Arizona,40019,1,1,0,None
4,Arizona,40019,1,2,0,None
4,Arizona,40020,1,1,0,None
4,Arizona,40020,1,2,0,None
4,Arizona,40021,1,1,0,None
4,Arizona,40021,2,1,0,None
4,Arizona,40021,2,2,0,None
4,Arizona,40022,1,1,0,None
4,Arizona,40023,1,1,0,None
4,Arizona,40023,1,2,0,None
4,Arizona,40024,1,1,0,None
4,Arizona,40024,2,1,0,None
4,Arizona,40025,1,1,0,None
4,Arizona,40025,2,1,0,None
4,Arizona,40025,2,2,0,None
4,Arizona,40025,2,3,0,None
4,Arizona,40025,2,4,0,None
4,Arizona,40025,2,5,0,None
4,Arizona,40025,3,1,0,None
4,Arizona,40025,3,2,0,None
4,Arizona,40026,1,1,0,None
4,Arizona,40026,2,1,0,None
4,Arizona,40027,1,1,0,None
4,Arizona,40027,2,1,0,None
4,Arizona,40027,2,2,0,None
4,Arizona,40027,2,3,0,None
4,Arizona,40027,2,4,0,None
4,Arizona,40027,2,5,0,None
4,Arizona,40028,1,1,0,None
4,Arizona,40029,1,1,0,None
4,Arizona,40029,2,1,0,None
4,Arizona,40029,2,2,0,None
4,Arizona,40030,1,1,0,None
4,Arizona,40031,1,1,0,None
4,Arizona,40031,2,1,0,None
4,Arizona,40032,1,1,0,None
4,Arizona,40032,1,2,0,None
4,Arizona,40032,1,3,0,None
4,Arizona,40033,1,1,0,None
4,Arizona,40033,1,2,0,None
4,Arizona,40033,1,3,0,None
4,Arizona,40033,1,4,0,None
4,Arizona,40033,1,5,0,None
4,Arizona,40034,0,1,0,None
4,Arizona,40034,1,1,0,None
4,Arizona,40035,1,1,0,None
4,Arizona,40036,1,1,0,None
4,Arizona,40037,0,1,0,None
4,Arizona,40037,1,1,0,None
4,Arizona,40037,1,2,0,None
4,Arizona,40038,0,1,0,None
4,Arizona,40038,1,1,0,None
4,Arizona,40039,1,1,0,None
4,Arizona,40039,2,1,0,None
4,Arizona,40039,2,2,0,None
4,Arizona,40040,1,1,0,None
4,Arizona,40041,1,1,0,None
4,Arizona,40041,1,2,0,None
4,Arizona,40042,1,1,0,None
4,Arizona,40042,2,1,0,None
4,Arizona,40043,1,1,0,None
4,Arizona,40044,1,1,0,None
4,Arizona,40045,1,1,0,None
4,Arizona,40045,2,1,0,None
4,Arizona,40045,3,1,0,None
4,Arizona,40046,1,1,0,None
4,Arizona,40047,1,1,0,None
4,Arizona,40047,2,1,0,None
4,Arizona,40047,3,1,0,None
4,Arizona,40048,1,1,0,None
4,Arizona,40048,1,2,0,None
4,Arizona,40048,1,3,0,None
4,Arizona,40048,1,4,0,None
4,Arizona,40048,2,1,0,None
4,Arizona,40049,1,1,0,None
4,Arizona,40049,1,2,0,None
4,Arizona,40050,0,1,0,None
4,Arizona,40050,1,1,0,None
4,Arizona,40051,1,1,0,None
4,Arizona,40051,2,1,0,None
4,Arizona,40052,1,1,0,None
4,Arizona,40053,1,1,0,None
4,Arizona,40053,1,2,0,None
4,Arizona,40053,2,1,0,None
4,Arizona,40053,2,2,0,None
4,Arizona,40053,2,3,0,None
4,Arizona,40053,3,1,0,None
4,Arizona,40054,1,1,0,None
4,Arizona,40054,2,1,0,None
4,Arizona,40054,2,2,0,None
4,Arizona,40055,1,1,0,None
4,Arizona,40055,2,1,0,None
4,Arizona,40055,3,1,0,None
4,Arizona,40056,1,1,0,None
4,Arizona,40056,1,2,0,None
4,Arizona,40057,0,1,0,None
4,Arizona,40057,1,1,0,None
4,Arizona,40058,0,1,0,None
4,Arizona,40058,1,1,0,None
4,Arizona,40059,0,1,53,Non-Motorist Previously Used a Motor Vehicle for Motion
4,Arizona,40059,1,1,0,None
4,Arizona,40060,0,1,0,None
4,Arizona,40060,1,1,0,None
4,Arizona,40061,1,1,0,None
4,Arizona,40061,1,2,0,None
4,Arizona,40062,1,1,0,None
4,Arizona,40062,2,1,0,None
4,Arizona,40063,1,1,0,None
4,Arizona,40063,2,1,0,None
4,Arizona,40064,1,1,0,None
4,Arizona,40064,2,1,0,None
4,Arizona,40065,1,1,0,None
4,Arizona,40065,1,2,0,None
4,Arizona,40065,2,1,0,None
4,Arizona,40066,1,1,0,None
4,Arizona,40066,1,2,0,None
4,Arizona,40067,1,1,0,None
4,Arizona,40067,2,1,0,None
4,Arizona,40067,2,2,0,None
4,Arizona,40067,2,3,0,None
4,Arizona,40068,1,1,0,None
4,Arizona,40068,2,1,0,None
4,Arizona,40068,2,2,0,None
4,Arizona,40068,3,1,0,None
4,Arizona,40069,0,1,0,None
4,Arizona,40069,1,1,0,None
4,Arizona,40070,1,1,0,None
4,Arizona,40071,1,1,0,None
4,Arizona,40072,1,1,0,None
4,Arizona,40072,2,1,0,None
4,Arizona,40073,1,1,0,None
4,Arizona,40073,2,1,0,None
4,Arizona,40074,1,1,0,None
4,Arizona,40074,1,2,0,None
4,Arizona,40075,0,1,37,Traveling on Prohibited Trafficways
4,Arizona,40075,1,1,0,None
4,Arizona,40076,1,1,0,None
4,Arizona,40076,1,2,0,None
4,Arizona,40076,1,3,0,None
4,Arizona,40076,1,4,0,None
4,Arizona,40076,1,5,0,None
4,Arizona,40076,2,1,0,None
4,Arizona,40077,1,1,0,None
4,Arizona,40078,1,1,0,None
4,Arizona,40079,1,1,0,None
4,Arizona,40080,1,1,0,None
4,Arizona,40080,1,2,0,None
4,Arizona,40080,1,3,0,None
4,Arizona,40080,1,4,0,None
4,Arizona,40081,1,1,0,None
4,Arizona,40081,2,1,0,None
4,Arizona,40082,1,1,0,None
4,Arizona,40083,1,1,0,None
4,Arizona,40083,2,1,0,None
4,Arizona,40083,2,2,0,None
4,Arizona,40084,0,1,0,None
4,Arizona,40084,1,1,0,None
4,Arizona,40085,1,1,0,None
4,Arizona,40086,1,1,0,None
4,Arizona,40086,2,1,0,None
4,Arizona,40087,1,1,0,None
4,Arizona,40087,2,1,0,None
4,Arizona,40088,0,1,0,None
4,Arizona,40088,0,2,0,None
4,Arizona,40088,1,1,0,None
4,Arizona,40089,1,1,0,None
4,Arizona,40090,0,1,0,None
4,Arizona,40090,1,1,0,None
4,Arizona,40091,0,1,0,None
4,Arizona,40091,1,1,0,None
4,Arizona,40092,1,1,0,None
4,Arizona,40093,0,1,13,Motorized Wheelchair Rider
4,Arizona,40093,1,1,0,None
4,Arizona,40093,1,2,0,None
4,Arizona,40094,1,1,0,None
4,Arizona,40094,1,2,0,None
4,Arizona,40094,2,1,0,None
4,Arizona,40094,3,1,0,None
4,Arizona,40094,3,2,0,None
4,Arizona,40094,4,1,0,None
4,Arizona,40095,1,1,0,None
4,Arizona,40096,0,1,0,None
4,Arizona,40096,1,1,0,None
4,Arizona,40096,1,2,0,None
4,Arizona,40096,2,1,0,None
4,Arizona,40097,0,1,0,None
4,Arizona,40097,1,1,0,None
4,Arizona,40097,1,2,0,None
4,Arizona,40098,1,1,0,None
4,Arizona,40098,1,2,999,Reported as Unknown
4,Arizona,40099,1,1,0,None
4,Arizona,40099,2,1,0,None
4,Arizona,40099,2,2,0,None
4,Arizona,40100,1,1,0,None
4,Arizona,40101,1,1,0,None
4,Arizona,40101,2,1,0,None
4,Arizona,40102,0,1,999,Reported as Unknown
4,Arizona,40102,1,1,0,None
4,Arizona,40103,0,1,999,Reported as Unknown
4,Arizona,40103,1,1,0,None
4,Arizona,40104,0,1,999,Reported as Unknown
4,Arizona,40104,1,1,0,None
4,Arizona,40105,1,1,0,None
4,Arizona,40106,0,1,0,None
4,Arizona,40106,1,1,0,None
4,Arizona,40107,0,1,0,None
4,Arizona,40108,0,1,0,None
4,Arizona,40108,0,2,0,None
4,Arizona,40108,0,3,0,None
4,Arizona,40108,1,1,0,None
4,Arizona,40108,2,1,0,None
4,Arizona,40109,0,1,0,None
4,Arizona,40109,1,1,0,None
4,Arizona,40110,0,1,0,None
4,Arizona,40110,1,1,0,None
4,Arizona,40111,0,1,0,None
4,Arizona,40111,1,1,0,None
4,Arizona,40112,1,1,0,None
4,Arizona,40112,2,1,0,None
4,Arizona,40113,0,1,0,None
4,Arizona,40113,1,1,0,None
4,Arizona,40113,2,1,0,None
4,Arizona,40114,0,1,0,None
4,Arizona,40114,1,1,0,None
4,Arizona,40115,0,1,0,None
4,Arizona,40115,1,1,0,None
4,Arizona,40116,1,1,0,None
4,Arizona,40116,2,1,0,None
4,Arizona,40117,1,1,0,None
4,Arizona,40117,1,2,0,None
4,Arizona,40118,1,1,0,None
4,Arizona,40118,2,1,0,None
4,Arizona,40118,2,2,0,None
4,Arizona,40118,2,3,0,None
4,Arizona,40118,2,4,0,None
4,Arizona,40119,1,1,0,None
4,Arizona,40119,1,2,0,None
4,Arizona,40120,1,1,0,None
4,Arizona,40121,1,1,0,None
4,Arizona,40121,1,2,0,None
4,Arizona,40121,1,3,0,None
4,Arizona,40121,2,1,0,None
4,Arizona,40122,1,1,0,None
4,Arizona,40122,2,1,0,None
4,Arizona,40123,1,1,0,None
4,Arizona,40123,1,2,0,None
4,Arizona,40123,1,3,0,None
4,Arizona,40123,2,1,0,None
4,Arizona,40124,1,1,0,None
4,Arizona,40124,2,1,0,None
4,Arizona,40124,2,2,0,None
4,Arizona,40125,1,1,0,None
4,Arizona,40125,2,1,0,None
4,Arizona,40125,2,2,0,None
4,Arizona,40125,2,3,0,None
4,Arizona,40125,3,1,0,None
4,Arizona,40125,4,1,0,None
4,Arizona,40125,4,2,0,None
4,Arizona,40125,5,1,0,None
4,Arizona,40126,1,1,0,None
4,Arizona,40126,2,1,0,None
4,Arizona,40126,2,2,0,None
4,Arizona,40127,0,1,0,None
4,Arizona,40127,0,2,0,None
4,Arizona,40127,1,1,0,None
4,Arizona,40128,1,1,0,None
4,Arizona,40128,2,1,0,None
4,Arizona,40128,2,2,0,None
4,Arizona,40128,2,3,0,None
4,Arizona,40128,2,4,0,None
4,Arizona,40128,3,1,0,None
4,Arizona,40128,3,2,0,None
4,Arizona,40129,1,1,0,None
4,Arizona,40129,1,2,0,None
4,Arizona,40130,1,1,0,None
4,Arizona,40130,2,1,0,None
4,Arizona,40130,2,2,0,None
4,Arizona,40130,2,3,0,None
4,Arizona,40130,2,4,0,None
4,Arizona,40130,2,5,0,None
4,Arizona,40131,1,1,0,None
4,Arizona,40132,1,1,0,None
4,Arizona,40133,1,1,0,None
4,Arizona,40133,2,1,0,None
4,Arizona,40134,1,1,0,None
4,Arizona,40134,2,1,0,None
4,Arizona,40134,2,2,0,None
4,Arizona,40135,1,1,0,None
4,Arizona,40135,1,2,0,None
4,Arizona,40135,1,3,0,None
4,Arizona,40135,2,1,0,None
4,Arizona,40136,1,1,0,None
4,Arizona,40137,0,1,0,None
4,Arizona,40137,1,1,0,None
4,Arizona,40138,1,1,0,None
4,Arizona,40138,1,2,0,None
4,Arizona,40138,2,1,0,None
4,Arizona,40138,2,2,0,None
4,Arizona,40139,1,1,0,None
4,Arizona,40139,2,1,0,None
4,Arizona,40140,1,1,0,None
4,Arizona,40140,1,2,0,None
4,Arizona,40140,1,3,0,None
4,Arizona,40140,1,4,0,None
4,Arizona,40140,1,5,0,None
4,Arizona,40140,1,6,0,None
4,Arizona,40140,1,7,0,None
4,Arizona,40140,1,8,0,None
4,Arizona,40140,1,9,0,None
4,Arizona,40141,0,1,0,None
4,Arizona,40141,1,1,0,None
4,Arizona,40141,1,2,0,None
4,Arizona,40142,1,1,0,None
4,Arizona,40142,1,2,0,None
4,Arizona,40142,1,3,0,None
4,Arizona,40142,1,4,0,None
4,Arizona,40142,1,5,0,None
4,Arizona,40142,1,6,0,None
4,Arizona,40143,1,1,0,None
4,Arizona,40143,2,1,0,None
4,Arizona,40144,1,1,0,None
4,Arizona,40145,1,1,0,None
4,Arizona,40145,2,1,0,None
4,Arizona,40146,1,1,0,None
4,Arizona,40146,2,1,0,None
4,Arizona,40146,2,2,0,None
4,Arizona,40146,2,3,0,None
4,Arizona,40147,0,1,0,None
4,Arizona,40147,1,1,0,None
4,Arizona,40148,0,1,0,None
4,Arizona,40148,1,1,0,None
4,Arizona,40149,1,1,0,None
4,Arizona,40149,2,1,0,None
4,Arizona,40150,1,1,0,None
4,Arizona,40151,1,1,0,None
4,Arizona,40151,2,1,0,None
4,Arizona,40151,3,1,0,None
4,Arizona,40151,4,1,0,None
4,Arizona,40152,1,1,0,None
4,Arizona,40152,1,2,999,Reported as Unknown
4,Arizona,40153,0,1,0,None
4,Arizona,40153,1,1,0,None
4,Arizona,40154,1,1,0,None
4,Arizona,40154,1,2,0,None
4,Arizona,40155,1,1,0,None
4,Arizona,40155,2,1,0,None
4,Arizona,40156,1,1,0,None
