ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
260539,1,1,0,21,0,0,0,0,0,0,0,0
260540,0,1,29,17,14,32,26,11,0,42,7,8
260540,1,1,0,0,0,0,0,0,0,0,0,0
260541,1,1,0,0,0,0,0,0,0,0,0,0
260541,2,1,0,0,0,0,0,0,0,0,0,0
260542,1,1,0,0,0,0,0,0,0,0,0,0
260542,2,1,0,0,0,0,0,0,0,0,0,0
260543,1,1,15,15,15,15,15,15,15,15,15,15
260543,2,1,0,0,0,0,0,0,0,0,0,0
260544,0,1,0,0,0,0,0,0,0,0,0,0
260544,1,1,0,0,0,0,0,0,0,0,0,0
260545,1,1,0,0,0,0,0,0,0,0,0,0
260545,2,1,27,27,27,27,27,27,27,27,27,27
260546,0,1,0,0,0,0,19,0,5,0,0,0
260546,1,1,0,0,0,0,0,0,0,0,0,0
260546,2,1,0,0,0,0,0,0,0,0,0,0
260546,3,1,0,0,0,0,0,0,0,0,0,0
260547,1,1,21,21,21,21,21,21,21,21,21,21
260548,1,1,17,15,17,25,3,12,28,25,15,20
260549,1,1,0,0,0,0,0,0,0,0,0,0
260549,2,1,0,0,0,0,0,0,0,0,0,0
260550,0,1,0,8,0,0,0,0,0,0,0,0
260550,1,1,0,0,0,0,0,0,0,0,0,0
260551,1,1,28,28,28,28,28,28,28,28,28,28
260551,2,1,0,0,0,18,0,0,11,0,51,15
260551,3,1,0,0,0,0,0,0,0,0,0,0
260551,4,1,0,0,0,28,0,0,0,0,0,22
260552,1,1,7,7,7,7,7,7,7,7,7,7
260553,0,1,0,0,0,0,0,0,0,0,0,0
260553,1,1,0,0,0,0,0,0,0,0,0,0
260554,1,1,0,9,0,0,0,16,0,0,0,0
260554,2,1,0,14,0,0,0,0,0,0,0,0
260555,1,1,0,0,0,0,0,0,0,0,0,0
260555,2,1,0,0,0,0,0,0,3,0,0,0
260556,1,1,0,0,0,0,0,0,0,0,0,0
260556,2,1,0,0,0,0,0,0,0,0,0,0
260557,1,1,0,0,0,0,0,0,0,0,0,0
260557,2,1,0,0,0,0,0,0,0,0,0,0
260558,1,1,9,0,0,0,0,0,0,0,0,0
260558,2,1,0,0,0,18,0,0,0,0,0,0
260558,3,1,0,0,0,0,0,0,0,0,0,14
260559,1,1,14,14,14,14,14,14,14,14,14,14
260559,2,1,0,0,0,0,0,0,0,0,0,0
260560,1,1,14,14,14,14,14,14,14,14,14,14
260561,1,1,0,16,0,18,0,0,0,0,0,0
260562,1,1,0,0,0,0,0,0,0,0,0,0
260562,2,1,0,0,0,0,0,0,0,0,0,0
260563,1,1,0,0,0,0,0,0,0,0,0,0
260563,2,1,0,0,0,0,0,0,0,0,0,0
260564,0,1,0,0,0,0,0,0,0,0,0,0
260564,1,1,0,0,0,0,0,0,0,0,0,0
260565,1,1,0,0,16,9,0,0,0,0,0,0
260565,2,1,0,0,0,0,0,0,0,0,27,0
260566,1,1,0,0,0,10,0,0,0,0,0,0
260566,2,1,0,0,0,0,0,0,0,0,0,0
260567,1,1,0,0,0,0,0,0,0,0,0,0
260567,2,1,0,0,0,0,0,0,0,0,0,0
260568,1,1,20,20,20,20,20,20,20,20,20,20
260568,2,1,0,0,0,0,12,0,0,0,0,0
260569,1,1,16,16,16,16,16,16,16,16,16,16
260570,1,1,4,20,16,17,7,13,19,16,14,6
260570,2,1,4,4,4,4,4,4,4,4,4,4
260570,3,1,7,7,7,7,7,7,7,7,7,7
260571,1,1,0,0,0,0,0,0,0,0,11,0
260572,0,1,0,0,0,0,0,0,0,0,0,15
260572,1,1,0,0,0,0,0,0,0,0,0,0
260573,1,1,7,7,7,7,7,7,7,7,7,7
260573,2,1,0,0,0,0,0,0,0,0,0,0
260574,1,1,0,0,0,0,0,0,0,0,0,0
260574,2,1,0,0,0,0,0,0,0,0,0,0
260575,1,1,31,31,31,31,31,31,31,31,31,31
260576,1,1,0,0,0,0,0,0,0,0,0,0
260577,1,1,0,0,0,0,0,0,0,0,7,21
260578,1,1,0,0,0,0,0,0,22,0,0,0
260578,2,1,0,0,0,0,0,0,0,0,0,0
260579,1,1,16,16,16,16,16,16,16,16,16,16
260579,2,1,0,0,0,0,0,0,0,0,0,0
260580,1,1,0,0,0,0,0,0,0,0,0,0
260580,2,1,0,0,0,0,0,0,0,0,0,0
260581,1,1,0,0,9,0,0,0,0,0,0,0
260581,2,1,0,0,0,0,0,0,0,0,0,0
260582,1,1,0,0,0,0,0,0,0,0,0,0
260583,1,1,0,0,0,0,0,0,0,0,0,0
260583,2,1,8,0,0,0,0,0,0,0,0,0
260583,3,1,0,0,0,0,0,0,0,0,0,0
260583,4,1,0,0,0,0,0,0,0,0,0,0
260583,5,1,0,0,0,0,0,0,0,0,0,0
260583,6,1,0,0,0,0,0,0,0,0,0,0
260583,7,1,0,0,0,0,11,0,0,0,0,0
260584,0,1,0,0,0,0,0,0,0,0,0,0
260584,1,1,0,0,0,0,0,0,0,0,0,0
260584,2,1,0,0,7,0,0,0,0,0,0,0
260585,1,1,2,2,2,2,2,2,2,2,2,2
260585,2,1,4,4,4,4,4,4,4,4,4,4
260586,1,1,0,0,0,0,0,0,0,0,0,0
260586,2,1,0,0,0,0,0,0,16,0,0,0
260587,1,1,0,0,0,0,0,0,0,0,0,0
260587,2,1,2,0,0,0,0,0,0,0,0,0
260588,1,1,20,12,0,0,11,13,26,12,18,27
260589,1,1,0,0,0,0,0,0,0,0,0,14
260590,1,1,0,0,0,0,0,0,0,0,0,0
260591,1,1,20,0,15,0,0,0,0,26,10,0
260592,1,1,25,25,25,25,25,25,25,25,25,25
260592,2,1,0,0,0,0,0,0,0,0,0,0
260592,3,1,0,31,0,0,0,0,0,0,0,0
260592,4,1,0,0,0,0,0,0,0,19,0,0
260593,1,1,0,0,13,8,10,0,6,32,19,13
260594,1,1,0,0,0,0,0,0,0,0,0,0
260594,2,1,0,0,0,12,0,0,0,0,11,0
260595,0,1,0,0,27,0,0,0,0,0,23,0
260595,0,2,28,0,0,0,17,4,0,0,11,0
260595,0,3,0,0,0,0,0,0,5,0,0,0
260595,1,1,0,0,21,0,0,0,0,0,0,26
260596,1,1,0,0,0,18,0,0,0,4,0,0
260596,2,1,0,0,0,0,0,0,0,0,0,0
260597,0,1,0,0,0,0,0,0,0,9,24,0
260597,1,1,14,14,14,14,14,14,14,14,14,14
260598,0,1,0,0,0,0,0,0,0,0,0,0
260598,1,1,0,0,0,0,0,0,0,0,0,0
260599,0,1,0,0,0,0,0,0,0,0,0,20
260599,0,2,0,0,0,0,0,0,0,0,0,0
260599,1,1,0,0,16,0,0,0,0,0,0,0
260600,1,1,0,0,0,0,0,0,0,0,0,0
260600,2,1,0,0,0,0,0,0,0,0,0,0
260601,1,1,0,0,14,0,14,9,0,0,0,0
260602,0,1,0,0,0,0,0,0,7,0,0,0
260602,1,1,0,21,10,14,21,7,0,0,0,0
260603,1,1,0,0,0,0,0,0,0,0,0,0
260603,2,1,0,0,0,0,0,0,0,0,0,0
260604,0,1,0,28,0,0,32,0,46,7,0,0
260604,1,1,0,11,0,37,7,0,0,13,0,0
260605,0,1,0,7,0,0,19,0,0,0,0,0
260605,1,1,10,10,10,10,10,10,10,10,10,10
260606,1,1,32,32,32,32,32,32,32,32,32,32
260607,1,1,34,34,34,34,34,34,34,34,34,34
260608,1,1,14,14,14,14,14,14,14,14,14,14
260609,1,1,0,0,0,0,0,0,0,0,0,0
260609,2,1,0,0,0,0,0,0,0,0,0,0
260610,1,1,18,18,18,18,18,18,18,18,18,18
260610,2,1,0,0,0,0,0,0,0,0,0,0
260611,0,1,0,0,0,0,0,0,0,0,0,0
260611,1,1,0,0,0,0,0,0,0,0,0,0
260612,0,1,0,0,0,0,0,0,0,0,0,0
260612,1,1,0,0,0,0,0,0,0,0,0,0
260613,1,1,0,0,0,0,0,0,0,0,0,0
260613,2,1,0,0,0,0,0,0,0,0,0,0
260614,0,1,24,24,24,24,24,24,24,24,24,24
260614,1,1,0,0,0,0,0,0,0,0,0,0
260615,1,1,0,0,0,0,0,0,0,0,0,0
260616,1,1,9,9,9,9,9,9,9,9,9,9
260616,2,1,18,0,0,0,13,0,0,0,0,0
260617,1,1,0,0,0,0,0,0,0,0,0,0
260618,1,1,0,0,0,0,0,0,0,0,0,0
260619,1,1,15,15,15,15,15,15,15,15,15,15
260619,2,1,0,0,0,0,0,0,0,0,0,0
260620,0,1,0,0,0,0,0,0,0,0,0,0
260620,1,1,0,0,0,0,0,0,0,0,0,0
260621,1,1,0,0,0,0,0,0,0,0,0,0
260622,1,1,11,22,22,18,9,34,14,27,31,18
260623,0,1,16,24,36,25,11,18,22,18,33,0
260623,1,1,2,2,2,2,2,2,2,2,2,2
260624,1,1,17,17,17,17,17,17,17,17,17,17
260625,1,1,10,10,10,10,10,10,10,10,10,10
260626,0,1,7,28,32,7,44,15,9,17,20,34
260626,1,1,0,0,0,0,0,0,0,0,0,0
260627,1,1,21,26,12,8,34,18,0,6,21,4
260628,1,1,13,0,0,0,8,0,0,10,0,0
260629,1,1,16,16,16,16,16,16,16,16,16,16
260629,2,1,3,0,14,0,0,0,0,0,0,0
260630,1,1,0,0,0,3,0,0,0,0,0,0
260630,2,1,7,0,0,0,0,0,12,0,0,0
260631,1,1,0,0,0,0,0,0,0,0,0,0
260631,2,1,0,0,0,0,15,0,0,0,0,0
260632,1,1,18,18,18,18,18,18,18,18,18,18
260633,1,1,0,0,0,0,0,0,0,0,0,0
260633,2,1,0,0,0,0,0,0,0,0,0,0
260634,1,1,0,0,0,0,0,0,0,0,0,0
260636,0,1,0,19,0,36,0,0,0,0,0,0
260636,1,1,0,0,0,0,0,0,0,0,0,0
260637,1,1,11,0,0,0,14,0,0,0,0,0
260638,1,1,0,0,0,0,0,0,0,0,0,0
260639,1,1,0,0,0,0,0,0,0,0,0,0
260639,2,1,0,0,0,0,0,0,0,0,0,0
260640,1,1,0,0,0,0,0,0,13,0,13,0
260641,1,1,0,3,0,0,0,0,19,0,16,0
260642,0,1,0,0,0,0,0,0,0,0,0,17
260642,1,1,0,0,0,0,0,0,0,0,0,0
260643,1,1,0,0,0,0,0,0,0,0,0,0
260643,2,1,0,0,0,0,0,0,0,0,0,0
260644,1,1,12,13,12,17,18,37,18,26,20,9
260645,1,1,0,0,0,0,0,0,0,0,0,0
260645,2,1,0,0,17,0,0,0,0,0,0,0
260645,3,1,0,0,0,0,0,0,0,0,0,0
260645,4,1,0,0,0,0,0,0,0,0,0,0
260646,1,1,0,0,0,0,0,0,0,0,0,0
260647,0,1,0,0,0,0,0,0,0,0,0,0
260647,1,1,0,0,0,0,0,0,0,0,0,0
260648,1,1,9,9,9,9,9,9,9,9,9,9
260649,1,1,15,15,15,15,15,15,15,15,15,15
260650,0,1,0,5,0,0,49,0,0,0,0,0
260650,0,2,0,0,0,0,0,0,0,0,0,15
260650,1,1,0,0,0,0,0,0,0,0,0,0
260651,0,1,0,0,0,0,0,0,0,0,0,0
260651,1,1,0,0,0,0,0,0,0,0,0,0
260652,1,1,0,0,0,0,0,0,0,0,10,0
260652,2,1,0,0,11,0,0,0,0,0,0,22
260653,1,1,0,0,0,0,0,20,0,0,0,0
260654,0,1,0,0,13,0,38,0,0,0,0,22
260654,1,1,0,0,0,0,0,0,0,0,0,0
260655,0,1,0,0,10,0,0,0,0,0,0,0
260655,1,1,10,10,10,10,10,10,10,10,10,10
260656,0,1,0,0,0,0,0,0,0,0,0,0
260656,1,1,0,0,0,0,0,0,0,0,0,0
260657,1,1,16,0,0,0,0,0,0,0,0,0
260658,1,1,0,0,0,0,0,0,0,0,0,0
260658,2,1,0,31,0,0,0,0,20,0,0,0
260659,1,1,0,0,0,0,0,0,0,0,0,0
260660,1,1,11,11,11,11,11,11,11,11,11,11
260660,2,1,0,44,0,0,0,0,0,0,0,0
260661,1,1,0,0,0,0,0,0,0,0,0,0
260662,1,1,0,0,0,0,0,0,0,0,0,0
260663,1,1,0,0,0,16,0,0,13,0,0,0
260664,1,1,0,0,0,0,0,0,0,0,0,0
260664,2,1,0,0,0,0,0,0,0,0,0,0
260665,1,1,0,0,0,10,0,0,0,0,0,0
260666,1,1,0,0,0,0,0,0,0,0,0,0
260666,2,1,0,0,0,0,0,0,0,0,0,0
260667,1,1,0,0,0,0,0,0,0,0,0,0
260668,1,1,0,0,0,0,0,0,0,0,0,0
260669,0,1,0,0,0,0,0,0,0,0,0,0
260669,1,1,0,0,0,0,0,0,0,0,0,0
260670,1,1,21,21,21,21,21,21,21,21,21,21
260670,2,1,19,14,7,17,20,24,11,16,20,13
260671,1,1,0,0,0,0,0,0,0,0,0,0
260671,2,1,0,0,0,0,0,0,0,0,0,0
260672,1,1,24,24,24,24,24,24,24,24,24,24
260673,1,1,0,0,39,17,26,0,31,0,0,0
260674,1,1,0,0,0,0,0,0,0,0,0,0
260674,2,1,0,0,0,0,0,0,0,0,0,0
260675,1,1,10,11,14,24,34,31,11,22,8,9
260676,1,1,0,0,0,0,0,0,0,0,0,0
260677,1,1,0,0,0,0,0,0,0,0,0,0
260678,0,1,0,0,0,0,0,0,0,0,35,0
260678,1,1,0,14,0,0,0,0,0,0,0,0
260679,1,1,0,0,0,0,0,0,0,0,0,0
260679,2,1,0,0,0,0,0,0,0,0,0,3
260680,0,1,11,20,9,33,37,30,9,28,4,12
260680,1,1,0,0,0,0,0,0,0,0,0,0
260681,1,1,0,0,0,0,0,0,0,0,0,0
260681,2,1,15,15,15,15,15,15,15,15,15,15
260682,1,1,0,22,0,0,0,0,0,0,0,0
260682,2,1,0,0,0,0,0,0,0,0,0,0
260683,1,1,22,22,22,22,22,22,22,22,22,22
260684,1,1,17,17,17,17,17,17,17,17,17,17
260685,1,1,0,0,0,0,0,0,0,0,0,0
260685,2,1,0,0,0,0,0,0,0,0,0,0
260686,1,1,18,33,28,23,20,16,37,0,28,26
260687,1,1,0,0,0,0,0,0,0,0,0,0
260687,2,1,0,0,0,0,0,0,0,15,0,0
260687,3,1,0,0,0,0,15,0,0,0,0,0
260687,4,1,0,0,0,0,0,0,0,0,0,0
260687,5,1,0,0,0,0,0,0,0,0,18,0
260687,6,1,0,0,0,0,0,0,0,0,0,0
260688,0,1,0,0,15,0,0,0,0,0,26,22
260688,1,1,0,0,0,0,0,0,0,0,0,0
260689,1,1,12,0,0,0,2,0,0,0,0,0
260690,1,1,15,0,0,0,0,0,0,0,0,0
260690,2,1,0,0,0,0,0,0,0,0,0,0
260691,1,1,24,11,38,42,9,14,21,24,12,10
260692,1,1,0,0,0,0,18,0,0,0,0,0
260692,2,1,0,0,0,24,0,0,0,0,0,0
260693,1,1,0,0,0,0,0,20,0,0,0,0
260694,0,1,0,0,0,0,0,0,0,0,0,0
260694,1,1,0,0,0,0,0,0,0,0,0,0
260695,0,1,0,0,0,0,0,0,0,0,0,0
260695,1,1,0,0,17,8,0,0,0,0,23,0
260696,1,1,0,0,0,0,0,0,0,0,0,0
260696,2,1,0,0,0,0,0,0,0,0,0,0
260696,3,1,0,0,0,0,0,0,0,0,0,0
260697,0,1,0,0,0,0,0,0,13,0,0,0
260697,1,1,0,0,0,0,0,0,0,0,0,0
260698,0,1,24,0,7,27,0,0,0,0,0,0
260698,1,1,0,0,0,0,0,9,0,0,31,0
260699,1,1,0,0,0,0,0,0,0,0,0,0
260699,2,1,0,0,0,0,15,10,0,0,0,0
260700,1,1,20,20,20,20,20,20,20,20,20,20
260700,2,1,0,0,0,0,0,0,0,0,0,0
260701,1,1,0,10,0,0,0,0,0,0,0,0
260701,2,1,0,0,0,0,0,0,0,0,0,0
260702,1,1,16,0,0,34,0,0,0,0,0,7
260703,1,1,15,17,17,0,19,18,0,0,4,15
260703,2,1,0,0,0,0,0,0,0,0,0,0
260704,1,1,38,0,0,0,0,13,0,0,0,13
260705,1,1,16,16,16,16,16,16,16,16,16,16
260706,0,1,0,5,0,0,0,0,0,0,0,0
260706,1,1,0,0,0,0,0,0,0,0,0,0
260707,1,1,0,0,0,0,0,0,0,0,0,0
260707,2,1,0,0,0,0,8,0,0,0,0,0
260708,1,1,0,0,0,0,0,0,0,0,0,0
260708,2,1,11,0,0,0,0,18,0,0,0,0
260709,0,1,0,0,0,0,0,14,0,0,0,23
260709,1,1,0,0,0,0,0,0,0,0,0,0
260710,1,1,16,16,16,16,16,16,16,16,16,16
260710,2,1,0,0,0,0,0,0,0,0,0,0
260711,1,1,0,0,0,0,0,0,0,0,0,0
260711,2,1,0,0,0,0,0,0,0,0,0,0
260712,1,1,0,0,0,0,0,0,0,0,0,0
260712,2,1,0,0,0,0,0,0,0,0,0,0
260713,1,1,0,0,0,0,0,0,0,0,0,0
260713,2,1,0,20,0,18,0,0,0,0,0,0
260714,1,1,0,0,0,0,0,0,0,0,19,23
260715,1,1,0,0,0,0,0,0,0,0,0,0
260715,2,1,0,0,0,0,0,0,0,0,0,0
260716,1,1,0,0,0,0,0,0,0,0,0,0
260716,2,1,0,0,0,0,0,0,0,0,0,0
260717,0,1,0,0,0,0,0,0,0,0,0,0
260717,1,1,7,7,7,7,7,7,7,7,7,7
260718,1,1,0,0,0,0,0,0,0,0,0,0
260719,1,1,0,0,0,0,0,0,0,0,0,0
260720,1,1,0,0,0,0,0,0,0,0,0,0
260720,2,1,0,0,0,0,0,0,0,0,0,0
260721,1,1,11,11,11,11,11,11,11,11,11,11
260721,2,1,0,0,0,0,0,0,0,0,0,0
260721,3,1,0,0,0,0,0,0,0,0,0,0
260721,4,1,0,0,0,0,0,0,0,0,0,0
260722,1,1,0,0,0,0,0,0,0,0,0,0
260722,2,1,0,0,0,0,0,0,0,0,0,0
260723,1,1,22,22,22,22,22,22,22,22,22,22
260724,1,1,26,26,26,26,26,26,26,26,26,26
260725,1,1,14,14,14,14,14,14,14,14,14,14
260726,1,1,0,0,0,0,0,0,0,0,0,0
260726,2,1,0,0,0,0,0,0,0,0,0,0
260727,1,1,0,0,0,0,0,0,0,0,0,0
260727,2,1,0,0,0,0,0,0,0,0,0,0
260728,1,1,0,0,0,0,0,0,0,0,0,0
260728,2,1,0,0,0,0,0,2,0,0,0,0
260729,0,1,0,0,0,16,29,11,12,37,0,0
260729,1,1,0,0,0,0,0,0,0,0,0,0
260730,1,1,18,18,18,18,18,18,18,18,18,18
260731,0,1,0,0,0,0,0,0,0,0,0,0
260731,1,1,0,0,0,0,0,0,0,0,0,0
260732,1,1,0,0,0,0,9,0,0,0,0,0
260732,2,1,0,0,0,0,0,0,0,0,0,0
260733,1,1,11,0,26,12,19,0,23,0,11,0
260733,2,1,0,0,0,0,0,0,0,0,0,0
260734,1,1,0,0,0,0,0,0,0,0,0,0
260735,0,1,20,20,20,20,20,20,20,20,20,20
260735,0,2,19,58,21,11,26,14,31,15,67,4
260735,1,1,0,0,0,0,0,0,0,0,0,0
260736,1,1,0,0,0,0,0,0,0,0,0,0
260736,2,1,0,0,0,0,0,0,0,0,0,0
260737,1,1,0,0,0,0,0,0,0,0,0,0
260737,2,1,0,0,0,0,0,0,0,0,0,0
260738,1,1,12,0,0,0,9,0,0,0,0,0
260739,1,1,0,0,0,0,0,0,0,0,0,0
260739,2,1,0,0,0,0,0,0,0,0,0,0
260740,1,1,0,0,0,8,0,0,0,0,0,0
260740,2,1,0,0,0,0,0,0,0,0,0,0
260741,1,1,32,32,32,32,32,32,32,32,32,32
260742,0,1,27,27,27,27,27,27,27,27,27,27
260742,1,1,0,0,0,0,0,0,0,0,0,0
260743,1,1,0,0,0,0,0,0,0,0,0,0
260743,2,1,0,0,42,0,0,0,0,0,0,0
260744,0,1,0,0,0,0,0,0,0,0,0,0
260744,1,1,0,0,0,0,0,0,0,0,0,0
260745,1,1,0,0,0,0,0,0,0,0,0,0
260745,2,1,0,0,0,0,0,0,0,0,0,24
260746,1,1,17,17,17,17,17,17,17,17,17,17
260746,2,1,0,0,0,16,0,0,0,0,0,0
260747,1,1,23,0,33,0,0,0,0,0,0,0
260748,0,1,0,0,12,0,0,0,18,0,0,0
260748,1,1,0,0,0,0,0,0,0,0,0,0
260749,1,1,0,0,0,14,0,0,0,0,0,0
260749,2,1,0,0,0,0,0,0,0,0,0,0
260750,0,1,15,45,15,23,30,4,0,0,12,39
260750,2,1,15,15,15,15,15,15,15,15,15,15
260751,1,1,9,0,0,0,0,4,0,23,0,0
260751,2,1,0,0,0,0,0,0,0,0,0,0
260752,1,1,0,0,0,0,3,0,0,0,0,0
260752,2,1,0,0,0,0,0,0,0,0,0,0
260753,1,1,17,17,17,17,17,17,17,17,17,17
260753,2,1,0,0,0,0,0,0,0,0,0,0
260754,1,1,16,3,3,20,14,6,13,22,18,0
260754,2,1,23,0,0,0,0,0,0,0,9,14
260755,1,1,0,0,0,0,0,0,0,0,0,0
260755,2,1,0,0,7,0,0,0,0,0,0,0
260756,1,1,0,0,8,0,0,0,0,0,0,0
260757,1,1,0,0,0,0,0,0,0,0,0,0
260757,2,1,0,0,0,0,0,0,0,0,0,0
260757,3,1,0,0,0,0,0,0,0,0,0,0
260757,4,1,0,0,0,0,0,0,0,0,0,0
260758,0,1,13,0,0,0,25,0,0,14,0,0
260758,1,1,0,0,0,0,0,0,0,0,0,0
260759,0,1,0,0,0,0,0,0,0,0,0,0
260759,1,1,0,0,0,0,0,0,0,0,0,0
260760,1,1,26,13,15,14,21,16,19,8,26,21
260761,0,1,0,0,0,0,0,0,0,0,0,0
260761,1,1,0,0,0,0,0,0,0,0,0,0
260762,1,1,15,22,22,14,16,16,9,16,0,24
260763,1,1,19,19,19,19,19,19,19,19,19,19
260764,0,1,0,0,0,0,0,0,0,0,0,0
260764,1,1,0,0,0,0,0,0,0,0,0,0
260765,0,1,25,25,25,25,25,25,25,25,25,25
260765,1,1,0,0,0,0,0,0,0,0,0,0
260766,1,1,0,5,10,0,11,0,0,0,0,0
260767,1,1,0,0,0,0,0,0,0,0,0,18
260768,0,1,0,20,0,0,0,0,0,0,0,0
260768,1,1,0,0,11,0,12,18,0,8,0,0
260769,1,1,0,0,0,0,0,0,22,0,0,0
260769,2,1,0,0,0,0,0,0,0,0,0,0
260769,3,1,0,0,0,0,0,0,0,0,0,0
260769,4,1,0,0,0,0,0,0,0,0,0,0
260769,5,1,0,0,0,0,0,0,0,0,0,0
260770,0,1,0,0,0,0,0,0,0,0,0,0
260770,1,1,0,0,0,0,0,0,0,0,0,0
260771,1,1,0,0,0,0,0,0,0,0,0,0
260771,2,1,0,0,0,0,0,12,0,0,9,0
260771,3,1,0,0,0,0,0,0,0,19,0,0
260772,1,1,20,20,20,20,20,20,20,20,20,20
260773,1,1,0,19,0,0,0,26,8,0,20,0
260773,2,1,23,6,21,23,8,14,22,21,0,13
260774,0,1,0,15,0,0,0,0,0,0,0,0
260774,1,1,12,12,12,12,12,12,12,12,12,12
260775,1,1,17,17,17,17,17,17,17,17,17,17
260775,2,1,34,0,0,0,0,0,10,0,0,0
260776,0,1,27,38,16,16,8,25,11,0,21,21
260776,1,1,0,0,0,0,0,0,16,0,14,20
260777,1,1,16,9,10,24,8,17,26,24,8,38
260778,1,1,0,0,0,0,0,0,0,0,0,0
260778,2,1,0,0,0,0,0,0,0,0,0,0
260778,3,1,0,0,0,0,0,0,0,0,0,0
260779,0,1,0,0,16,0,32,0,0,0,0,0
260779,0,2,0,0,14,0,0,24,0,0,0,0
260779,1,1,12,12,12,12,12,12,12,12,12,12
260780,1,1,0,0,0,0,0,0,0,0,0,0
260781,1,1,0,0,0,0,0,0,0,0,0,0
260782,1,1,0,0,0,0,0,0,0,0,0,0
260783,1,1,0,0,0,0,0,0,0,0,0,0
260784,1,1,0,0,0,0,0,0,0,0,0,0
260784,2,1,0,0,0,0,12,0,0,0,0,0
260785,1,1,18,18,18,18,18,18,18,18,18,18
260785,2,1,12,0,12,0,17,0,0,20,21,0
260786,1,1,0,0,0,0,0,0,18,0,0,0
260786,2,1,0,6,10,4,0,0,0,0,0,0
260786,3,1,24,0,0,0,0,0,12,0,0,0
260787,0,1,0,0,0,0,0,0,0,0,0,0
260787,1,1,9,9,9,9,9,9,9,9,9,9
260788,1,1,0,0,0,0,0,0,0,0,0,0
260788,2,1,0,0,0,0,0,0,0,0,0,0
260789,1,1,13,24,22,24,23,13,17,0,10,18
260790,1,1,0,0,0,0,0,0,0,0,0,0
260790,2,1,0,0,0,0,9,0,0,0,24,5
260791,1,1,18,18,18,18,18,18,18,18,18,18
260792,0,1,0,0,0,0,0,0,0,0,0,0
260792,0,2,0,0,0,0,0,0,0,0,0,0
260792,1,1,0,0,0,0,0,0,0,0,0,0
260793,1,1,0,0,0,0,0,0,0,0,0,0
260794,1,1,17,17,17,17,17,17,17,17,17,17
260795,1,1,0,0,0,0,0,0,0,0,0,0
260795,2,1,0,0,0,0,8,0,0,0,0,0
260796,0,1,0,0,0,0,0,0,0,0,0,0
260796,1,1,0,0,0,0,0,0,0,0,0,0
260797,0,1,0,0,0,0,0,0,32,0,0,0
260797,1,1,0,0,0,0,0,0,0,0,0,0
260798,1,1,0,0,0,0,0,0,0,0,0,0
260798,2,1,0,0,0,0,0,0,0,0,0,0
260798,3,1,0,0,0,0,0,0,0,0,0,0
260798,4,1,0,0,0,0,0,0,0,0,0,0
260799,0,1,0,0,0,0,0,0,0,0,0,0
260799,1,1,0,0,0,0,0,0,0,0,0,0
260800,1,1,0,0,0,0,0,0,6,0,0,0
260801,1,1,4,4,4,4,4,4,4,4,4,4
260802,1,1,19,19,19,19,19,19,19,19,19,19
260802,2,1,0,0,0,0,0,0,0,0,0,0
260803,1,1,0,0,0,0,0,0,0,0,0,0
260803,2,1,0,0,0,0,0,0,0,0,0,0
260804,1,1,0,0,0,0,0,0,0,0,0,0
260804,2,1,0,0,0,0,0,0,0,0,0,0
260805,1,1,0,0,0,22,12,19,0,0,0,0
260806,1,1,0,0,0,0,0,0,0,0,0,0
260807,1,1,16,16,16,16,16,16,16,16,16,16
260808,1,1,0,0,0,0,0,0,0,0,0,0
260809,1,1,0,0,0,0,0,0,0,0,0,0
260809,2,1,0,0,0,0,0,0,23,0,0,0
260809,3,1,0,0,0,0,0,0,0,0,0,0
260810,1,1,0,0,0,0,0,0,0,0,0,0
260810,2,1,21,0,0,0,0,0,0,0,0,0
260811,0,1,0,0,6,13,0,0,0,19,0,0
260811,1,1,0,0,0,0,21,0,0,0,0,0
260812,1,1,0,0,0,0,0,0,0,0,0,0
260812,2,1,0,0,0,0,0,0,0,0,0,0
260813,0,1,0,0,0,0,0,0,0,0,0,0
260813,1,1,0,0,0,0,0,0,0,0,0,0
260814,1,1,21,21,21,21,21,21,21,21,21,21
260814,2,1,0,0,0,0,15,0,21,15,0,0
260815,1,1,12,12,12,12,12,12,12,12,12,12
260816,1,1,27,0,15,0,0,0,0,0,0,18
260817,0,1,5,0,0,0,0,0,0,0,0,0
260817,1,1,0,0,0,0,0,0,0,0,0,0
260818,1,1,13,13,13,13,13,13,13,13,13,13
260819,1,1,4,4,4,4,4,4,4,4,4,4
260819,2,1,0,0,0,0,0,0,10,0,0,0
260820,1,1,0,0,0,0,0,0,0,0,0,0
260820,2,1,0,0,0,0,0,0,0,0,0,0
260821,0,1,0,0,0,0,0,0,0,0,20,0
260821,1,1,0,0,0,0,0,0,0,0,0,0
260822,1,1,0,0,0,0,0,0,0,0,0,0
260822,2,1,3,3,3,3,3,3,3,3,3,3
260823,1,1,0,14,0,0,0,0,0,0,0,0
260823,2,1,0,0,0,0,0,0,0,0,0,0
260824,1,1,20,20,20,20,20,20,20,20,20,20
260824,2,1,0,0,0,0,8,0,0,0,0,0
260825,1,1,0,0,0,0,0,0,0,0,0,0
260826,1,1,26,26,26,26,26,26,26,26,26,26
260827,1,1,0,0,0,0,0,0,0,0,0,0
260828,1,1,1,1,1,1,1,1,1,1,1,1
