STATE,STATENAME,ST_CASE,VEH_NO,PER_NO,NMCC,NMCCNAME
6,California,63019,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63022,0,1,21,Other (Specify:)
6,California,63029,0,1,2,Failure to Yield Right-Of-Way
6,California,63029,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63030,0,1,99,Reported as Unknown
6,California,63031,0,1,0,None Noted
6,California,63033,0,1,99,Reported as Unknown
6,California,63035,0,1,2,Failure to Yield Right-Of-Way
6,California,63036,0,1,2,Failure to Yield Right-Of-Way
6,California,63036,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63038,0,1,0,None Noted
6,California,63038,0,2,0,None Noted
6,California,63040,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,63041,0,1,0,None Noted
6,California,63042,0,1,7,Improper Turn/Merge
6,California,63042,0,1,9,Wrong-Way Riding or Walking
6,California,63043,0,1,0,None Noted
6,California,63046,0,1,2,Failure to Yield Right-Of-Way
6,California,63047,0,1,0,None Noted
6,California,63050,0,1,2,Failure to Yield Right-Of-Way
6,California,63050,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63053,0,1,2,Failure to Yield Right-Of-Way
6,California,63055,0,1,0,None Noted
6,California,63056,0,1,2,Failure to Yield Right-Of-Way
6,California,63058,0,1,2,Failure to Yield Right-Of-Way
6,California,63058,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63058,0,1,6,"Inattentive (Talking, Eating, Etc.)"
6,California,63058,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,63059,0,1,2,Failure to Yield Right-Of-Way
6,California,63061,0,1,2,Failure to Yield Right-Of-Way
6,California,63061,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63062,0,1,2,Failure to Yield Right-Of-Way
6,California,63065,0,1,0,None Noted
6,California,63066,0,1,2,Failure to Yield Right-Of-Way
6,California,63067,0,1,2,Failure to Yield Right-Of-Way
6,California,63067,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63071,0,1,2,Failure to Yield Right-Of-Way
6,California,63071,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63071,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,63072,0,1,2,Failure to Yield Right-Of-Way
6,California,63072,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63073,0,1,2,Failure to Yield Right-Of-Way
6,California,63075,0,1,1,Dart-Out - Visual Obstruction Noted
6,California,63075,0,2,1,Dart-Out - Visual Obstruction Noted
6,California,63076,0,1,2,Failure to Yield Right-Of-Way
6,California,63079,0,1,2,Failure to Yield Right-Of-Way
6,California,63079,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63080,0,1,2,Failure to Yield Right-Of-Way
6,California,63083,0,1,2,Failure to Yield Right-Of-Way
6,California,63083,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63083,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63087,0,1,2,Failure to Yield Right-Of-Way
6,California,63087,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,63088,0,1,0,None Noted
6,California,63090,0,1,0,None Noted
6,California,63091,0,1,0,None Noted
6,California,63093,0,1,2,Failure to Yield Right-Of-Way
6,California,63096,0,1,2,Failure to Yield Right-Of-Way
6,California,63097,0,1,0,None Noted
6,California,63097,0,2,0,None Noted
6,California,63098,0,1,9,Wrong-Way Riding or Walking
6,California,63101,0,1,2,Failure to Yield Right-Of-Way
6,California,63102,0,1,2,Failure to Yield Right-Of-Way
6,California,63106,0,1,2,Failure to Yield Right-Of-Way
6,California,63107,0,1,0,None Noted
6,California,63110,0,1,99,Reported as Unknown
6,California,63114,0,1,1,Dart-Out - Visual Obstruction Noted
6,California,63117,0,1,2,Failure to Yield Right-Of-Way
6,California,63122,0,1,0,None Noted
6,California,63128,0,1,2,Failure to Yield Right-Of-Way
6,California,63128,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63130,0,1,2,Failure to Yield Right-Of-Way
6,California,63135,0,1,2,Failure to Yield Right-Of-Way
6,California,63136,0,1,0,None Noted
6,California,63137,0,1,2,Failure to Yield Right-Of-Way
6,California,63139,0,1,2,Failure to Yield Right-Of-Way
6,California,63139,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63140,0,1,7,Improper Turn/Merge
6,California,63147,0,1,2,Failure to Yield Right-Of-Way
6,California,63147,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63154,0,1,2,Failure to Yield Right-Of-Way
6,California,63154,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63154,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,63154,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63155,0,1,2,Failure to Yield Right-Of-Way
6,California,63155,0,1,6,"Inattentive (Talking, Eating, Etc.)"
6,California,63155,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63156,0,1,0,None Noted
6,California,63162,0,1,2,Failure to Yield Right-Of-Way
6,California,63162,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63163,0,1,0,None Noted
6,California,63163,0,2,0,None Noted
6,California,63165,0,1,2,Failure to Yield Right-Of-Way
6,California,63165,0,1,6,"Inattentive (Talking, Eating, Etc.)"
6,California,63166,0,1,2,Failure to Yield Right-Of-Way
6,California,63167,0,1,0,None Noted
6,California,63168,0,1,2,Failure to Yield Right-Of-Way
6,California,63170,0,1,0,None Noted
6,California,63171,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,63171,0,2,0,None Noted
6,California,63173,0,1,0,None Noted
6,California,63174,0,1,0,None Noted
6,California,63177,0,1,2,Failure to Yield Right-Of-Way
6,California,63178,0,1,2,Failure to Yield Right-Of-Way
6,California,63179,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,63180,0,1,2,Failure to Yield Right-Of-Way
6,California,63181,0,1,0,None Noted
6,California,63185,0,1,13,Failing to Have Lights on When Required
6,California,63185,0,1,14,Operating Without Required Equipment
6,California,63186,0,1,7,Improper Turn/Merge
6,California,63186,0,1,13,Failing to Have Lights on When Required
6,California,63186,0,1,14,Operating Without Required Equipment
6,California,63187,0,1,2,Failure to Yield Right-Of-Way
6,California,63188,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63189,0,1,0,None Noted
6,California,63190,0,1,0,None Noted
6,California,63191,0,1,2,Failure to Yield Right-Of-Way
6,California,63191,0,1,10,Riding on Wrong Side of Road
6,California,63192,0,1,2,Failure to Yield Right-Of-Way
6,California,63194,0,1,9,Wrong-Way Riding or Walking
6,California,63195,0,1,2,Failure to Yield Right-Of-Way
6,California,63195,0,1,14,Operating Without Required Equipment
6,California,63197,0,1,0,None Noted
6,California,63202,0,1,0,None Noted
6,California,63203,0,1,2,Failure to Yield Right-Of-Way
6,California,63203,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63204,0,1,2,Failure to Yield Right-Of-Way
6,California,63205,0,1,2,Failure to Yield Right-Of-Way
6,California,63207,0,1,2,Failure to Yield Right-Of-Way
6,California,63207,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,63208,0,1,2,Failure to Yield Right-Of-Way
6,California,63208,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63211,0,1,2,Failure to Yield Right-Of-Way
6,California,63213,0,1,2,Failure to Yield Right-Of-Way
6,California,63213,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63216,0,1,2,Failure to Yield Right-Of-Way
6,California,63216,0,1,6,"Inattentive (Talking, Eating, Etc.)"
6,California,63216,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63216,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63219,0,1,2,Failure to Yield Right-Of-Way
6,California,63219,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63219,0,2,0,None Noted
6,California,63222,0,1,2,Failure to Yield Right-Of-Way
6,California,63227,0,1,0,None Noted
6,California,63229,0,1,2,Failure to Yield Right-Of-Way
6,California,63229,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63230,0,1,16,Failure to Keep in Proper Lane or Running Off Road
6,California,63233,0,1,2,Failure to Yield Right-Of-Way
6,California,63233,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63236,0,1,2,Failure to Yield Right-Of-Way
6,California,63237,0,1,2,Failure to Yield Right-Of-Way
6,California,63237,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63237,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63240,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,63242,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63244,0,1,2,Failure to Yield Right-Of-Way
6,California,63244,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,63248,0,1,2,Failure to Yield Right-Of-Way
6,California,63248,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63256,0,1,2,Failure to Yield Right-Of-Way
6,California,63260,0,1,0,None Noted
6,California,63264,0,1,0,None Noted
6,California,63267,0,1,0,None Noted
6,California,63268,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,63270,0,1,2,Failure to Yield Right-Of-Way
6,California,63273,0,1,99,Reported as Unknown
6,California,63275,0,1,2,Failure to Yield Right-Of-Way
6,California,63278,0,1,0,None Noted
6,California,63280,0,1,2,Failure to Yield Right-Of-Way
6,California,63280,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63282,0,1,2,Failure to Yield Right-Of-Way
6,California,63282,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63284,0,1,2,Failure to Yield Right-Of-Way
6,California,63286,0,1,0,None Noted
6,California,63288,0,1,0,None Noted
6,California,63289,0,1,2,Failure to Yield Right-Of-Way
6,California,63289,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63291,0,1,0,None Noted
6,California,63291,0,2,0,None Noted
6,California,63293,0,1,2,Failure to Yield Right-Of-Way
6,California,63297,0,1,2,Failure to Yield Right-Of-Way
6,California,63297,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63298,0,1,2,Failure to Yield Right-Of-Way
6,California,63298,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,63299,0,1,2,Failure to Yield Right-Of-Way
6,California,63299,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63300,0,1,17,Making Improper Entry to or Exit From Trafficway
6,California,63301,0,1,2,Failure to Yield Right-Of-Way
6,California,63303,0,1,2,Failure to Yield Right-Of-Way
6,California,63304,0,1,0,None Noted
6,California,63305,0,1,21,Other (Specify:)
6,California,63306,0,1,2,Failure to Yield Right-Of-Way
6,California,63306,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63307,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63308,0,1,0,None Noted
6,California,63314,0,1,9,Wrong-Way Riding or Walking
6,California,63314,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63319,0,1,21,Other (Specify:)
6,California,63320,0,1,16,Failure to Keep in Proper Lane or Running Off Road
6,California,63321,0,1,2,Failure to Yield Right-Of-Way
6,California,63322,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,63323,0,1,2,Failure to Yield Right-Of-Way
6,California,63326,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63331,0,1,2,Failure to Yield Right-Of-Way
6,California,63331,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63332,0,1,2,Failure to Yield Right-Of-Way
6,California,63332,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63337,0,1,0,None Noted
6,California,63337,0,2,0,None Noted
6,California,63339,0,1,2,Failure to Yield Right-Of-Way
6,California,63339,0,1,6,"Inattentive (Talking, Eating, Etc.)"
6,California,63340,0,1,0,None Noted
6,California,63341,0,1,0,None Noted
6,California,63343,0,1,0,None Noted
6,California,63343,0,2,0,None Noted
6,California,63344,0,1,2,Failure to Yield Right-Of-Way
6,California,63344,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63345,0,1,2,Failure to Yield Right-Of-Way
6,California,63352,0,1,2,Failure to Yield Right-Of-Way
6,California,63352,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63354,0,1,2,Failure to Yield Right-Of-Way
6,California,63354,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63355,0,1,0,None Noted
6,California,63358,0,1,2,Failure to Yield Right-Of-Way
6,California,63358,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63359,0,1,2,Failure to Yield Right-Of-Way
6,California,63360,0,1,2,Failure to Yield Right-Of-Way
6,California,63361,0,1,0,None Noted
6,California,63362,0,1,2,Failure to Yield Right-Of-Way
6,California,63364,0,1,2,Failure to Yield Right-Of-Way
6,California,63364,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63366,0,1,2,Failure to Yield Right-Of-Way
6,California,63367,0,1,2,Failure to Yield Right-Of-Way
6,California,63368,0,1,99,Reported as Unknown
6,California,63370,0,1,2,Failure to Yield Right-Of-Way
6,California,63370,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63374,0,1,0,None Noted
6,California,63379,0,1,2,Failure to Yield Right-Of-Way
6,California,63383,0,1,0,None Noted
6,California,63387,0,1,2,Failure to Yield Right-Of-Way
6,California,63387,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,63389,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,63390,0,1,0,None Noted
6,California,63391,0,1,2,Failure to Yield Right-Of-Way
6,California,63392,0,1,2,Failure to Yield Right-Of-Way
6,California,63393,0,1,2,Failure to Yield Right-Of-Way
6,California,63393,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63394,0,1,16,Failure to Keep in Proper Lane or Running Off Road
6,California,63395,0,1,2,Failure to Yield Right-Of-Way
6,California,63396,0,1,2,Failure to Yield Right-Of-Way
6,California,63396,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63396,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63402,0,1,2,Failure to Yield Right-Of-Way
6,California,63403,0,1,2,Failure to Yield Right-Of-Way
6,California,63407,0,1,2,Failure to Yield Right-Of-Way
6,California,63407,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63408,0,1,2,Failure to Yield Right-Of-Way
6,California,63411,0,1,2,Failure to Yield Right-Of-Way
6,California,63411,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63412,0,1,2,Failure to Yield Right-Of-Way
6,California,63414,0,1,2,Failure to Yield Right-Of-Way
6,California,63414,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,63417,0,1,2,Failure to Yield Right-Of-Way
6,California,63417,0,2,2,Failure to Yield Right-Of-Way
6,California,63421,0,1,2,Failure to Yield Right-Of-Way
6,California,63425,0,1,2,Failure to Yield Right-Of-Way
6,California,63426,0,1,2,Failure to Yield Right-Of-Way
6,California,63426,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,63426,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63427,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,63427,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63428,0,1,2,Failure to Yield Right-Of-Way
6,California,63429,0,1,0,None Noted
6,California,63432,0,1,0,None Noted
6,California,63433,0,1,2,Failure to Yield Right-Of-Way
6,California,63433,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63438,0,1,2,Failure to Yield Right-Of-Way
6,California,63438,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63443,0,1,2,Failure to Yield Right-Of-Way
6,California,63443,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63443,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63444,0,1,0,None Noted
6,California,63448,0,1,2,Failure to Yield Right-Of-Way
6,California,63448,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63449,0,1,0,None Noted
6,California,63450,0,1,0,None Noted
6,California,63452,0,1,2,Failure to Yield Right-Of-Way
6,California,63453,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63453,0,2,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63456,0,1,0,None Noted
6,California,63457,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63457,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,63457,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63458,0,1,2,Failure to Yield Right-Of-Way
6,California,63458,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,63462,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,63464,0,1,2,Failure to Yield Right-Of-Way
6,California,63464,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,63464,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63466,0,1,2,Failure to Yield Right-Of-Way
6,California,63470,0,1,0,None Noted
6,California,63470,0,2,0,None Noted
6,California,63470,0,3,0,None Noted
6,California,63470,0,4,0,None Noted
6,California,63470,0,5,0,None Noted
6,California,63470,0,6,0,None Noted
6,California,63471,0,1,0,None Noted
6,California,63471,0,2,0,None Noted
6,California,63472,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63473,0,1,0,None Noted
6,California,63474,0,1,2,Failure to Yield Right-Of-Way
6,California,63477,0,1,99,Reported as Unknown
6,California,63478,0,1,0,None Noted
6,California,63479,0,1,2,Failure to Yield Right-Of-Way
6,California,63483,0,1,0,None Noted
6,California,63484,0,1,9,Wrong-Way Riding or Walking
6,California,63486,0,1,99,Reported as Unknown
6,California,63487,0,1,2,Failure to Yield Right-Of-Way
6,California,63488,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,63488,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63489,0,1,2,Failure to Yield Right-Of-Way
6,California,63489,0,1,8,Improper Passing
6,California,63489,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63490,0,1,2,Failure to Yield Right-Of-Way
6,California,63491,0,1,2,Failure to Yield Right-Of-Way
6,California,63496,0,1,14,Operating Without Required Equipment
6,California,63498,0,1,0,None Noted
6,California,63502,0,1,2,Failure to Yield Right-Of-Way
6,California,63504,0,1,2,Failure to Yield Right-Of-Way
6,California,63505,0,1,2,Failure to Yield Right-Of-Way
6,California,63505,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63505,0,1,6,"Inattentive (Talking, Eating, Etc.)"
6,California,63506,0,1,2,Failure to Yield Right-Of-Way
6,California,63506,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63507,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,63509,0,1,2,Failure to Yield Right-Of-Way
6,California,63512,0,1,2,Failure to Yield Right-Of-Way
6,California,63512,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63513,0,1,2,Failure to Yield Right-Of-Way
6,California,63521,0,1,0,None Noted
6,California,63523,0,1,2,Failure to Yield Right-Of-Way
6,California,63524,0,1,0,None Noted
6,California,63524,0,2,0,None Noted
6,California,63525,0,1,99,Reported as Unknown
6,California,63526,0,1,0,None Noted
6,California,63528,0,1,2,Failure to Yield Right-Of-Way
6,California,63528,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63530,0,1,0,None Noted
6,California,63534,0,1,2,Failure to Yield Right-Of-Way
6,California,63535,0,1,0,None Noted
6,California,63537,0,1,2,Failure to Yield Right-Of-Way
6,California,63537,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63539,0,1,2,Failure to Yield Right-Of-Way
6,California,63541,0,1,2,Failure to Yield Right-Of-Way
6,California,63542,0,1,0,None Noted
6,California,63543,0,1,2,Failure to Yield Right-Of-Way
6,California,63544,0,1,2,Failure to Yield Right-Of-Way
6,California,63544,0,1,6,"Inattentive (Talking, Eating, Etc.)"
6,California,63546,0,1,2,Failure to Yield Right-Of-Way
6,California,63546,0,1,21,Other (Specify:)
6,California,63549,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,63560,0,1,0,None Noted
6,California,63563,0,1,99,Reported as Unknown
6,California,63564,0,1,0,None Noted
6,California,63568,0,1,0,None Noted
6,California,63570,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63574,0,1,2,Failure to Yield Right-Of-Way
6,California,63577,0,1,0,None Noted
6,California,63578,0,1,21,Other (Specify:)
6,California,63578,0,2,21,Other (Specify:)
6,California,63580,0,1,0,None Noted
6,California,63581,0,1,2,Failure to Yield Right-Of-Way
6,California,63582,0,1,2,Failure to Yield Right-Of-Way
6,California,63584,0,1,2,Failure to Yield Right-Of-Way
6,California,63584,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,63588,0,1,0,None Noted
6,California,63589,0,1,0,None Noted
6,California,63589,0,2,0,None Noted
6,California,63589,0,3,0,None Noted
6,California,63590,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,63595,0,1,2,Failure to Yield Right-Of-Way
6,California,63596,0,1,2,Failure to Yield Right-Of-Way
6,California,63596,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,63597,0,1,0,None Noted
6,California,63598,0,1,2,Failure to Yield Right-Of-Way
6,California,63600,0,1,2,Failure to Yield Right-Of-Way
6,California,63602,0,1,99,Reported as Unknown
6,California,63603,0,1,2,Failure to Yield Right-Of-Way
6,California,63603,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,63606,0,1,21,Other (Specify:)
6,California,63608,0,1,2,Failure to Yield Right-Of-Way
6,California,63609,0,1,2,Failure to Yield Right-Of-Way
6,California,63611,0,1,0,None Noted
6,California,63614,0,1,2,Failure to Yield Right-Of-Way
6,California,63615,0,1,1,Dart-Out - Visual Obstruction Noted
6,California,63616,0,1,2,Failure to Yield Right-Of-Way
6,California,63621,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,63624,0,1,0,None Noted
8,Colorado,80010,0,1,0,None Noted
8,Colorado,80017,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80017,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80018,0,1,21,Other (Specify:)
8,Colorado,80019,0,1,5,Entering/Exiting Parked or Stopped Vehicle
8,Colorado,80019,0,1,21,Other (Specify:)
8,Colorado,80022,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80022,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80027,0,1,0,None Noted
8,Colorado,80032,0,1,0,None Noted
8,Colorado,80048,0,1,0,None Noted
8,Colorado,80053,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80053,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80056,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80060,0,1,0,None Noted
8,Colorado,80061,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80061,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80062,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80062,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80068,0,1,0,None Noted
8,Colorado,80072,0,1,0,None Noted
8,Colorado,80078,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
8,Colorado,80078,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80087,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80087,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80091,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80091,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
8,Colorado,80091,0,2,2,Failure to Yield Right-Of-Way
8,Colorado,80091,0,2,19,"Not Visible (Dark clothing, No Lighting, etc.)"
8,Colorado,80093,0,1,0,None Noted
8,Colorado,80097,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80097,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80098,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80098,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
8,Colorado,80098,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80101,0,1,0,None Noted
8,Colorado,80102,0,1,9,Wrong-Way Riding or Walking
8,Colorado,80102,0,1,10,Riding on Wrong Side of Road
8,Colorado,80113,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80113,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
8,Colorado,80113,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80136,0,1,0,None Noted
8,Colorado,80145,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80145,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
8,Colorado,80162,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80162,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
8,Colorado,80162,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80166,0,1,5,Entering/Exiting Parked or Stopped Vehicle
8,Colorado,80174,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80174,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80183,0,1,9,Wrong-Way Riding or Walking
8,Colorado,80194,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80194,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80197,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80197,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80198,0,1,21,Other (Specify:)
8,Colorado,80201,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80201,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80205,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80205,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80207,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80226,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80226,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
8,Colorado,80227,0,1,0,None Noted
8,Colorado,80227,0,2,0,None Noted
8,Colorado,80227,0,3,0,None Noted
8,Colorado,80227,0,4,0,None Noted
8,Colorado,80230,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80230,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
8,Colorado,80235,0,1,18,"Operating in other Erratic, Reckless, Careless or Negligent Manner"
8,Colorado,80237,0,1,2,Failure to Yield Right-Of-Way
8,Colorado,80237,0,1,11,"Dash - Run, No Visual Obstruction Noted"
8,Colorado,80237,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
