STATE,STATENAME,ST_CASE,CRASHRF,CRASHRFNAME
6,California,62778,0,None
6,California,62779,0,None
6,California,62780,0,None
6,California,62781,0,None
6,California,62782,0,None
6,California,62783,0,None
6,California,62784,0,None
6,California,62785,0,None
6,California,62787,0,None
6,California,62788,0,None
6,California,62789,0,None
6,California,62790,0,None
6,California,62791,0,None
6,California,62792,0,None
6,California,62793,0,None
6,California,62794,0,None
6,California,62795,0,None
6,California,62796,0,None
6,California,62797,0,None
6,California,62798,0,None
6,California,62799,0,None
6,California,62800,0,None
6,California,62801,0,None
6,California,62802,0,None
6,California,62803,0,None
6,California,62804,0,None
6,California,62805,0,None
6,California,62806,19,Recent/Previous Crash scene Nearby
6,California,62807,0,None
6,California,62808,0,None
6,California,62809,0,None
6,California,62810,0,None
6,California,62811,0,None
6,California,62812,0,None
6,California,62813,0,None
6,California,62814,0,None
6,California,62815,0,None
6,California,62816,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
6,California,62817,0,None
6,California,62818,0,None
6,California,62819,0,None
6,California,62820,0,None
6,California,62821,0,None
6,California,62822,0,None
6,California,62823,0,None
6,California,62824,0,None
6,California,62825,0,None
6,California,62826,0,None
6,California,62827,0,None
6,California,62828,0,None
6,California,62829,0,None
6,California,62830,0,None
6,California,62831,0,None
6,California,62832,0,None
6,California,62833,0,None
6,California,62834,0,None
6,California,62836,0,None
6,California,62837,0,None
6,California,62838,0,None
6,California,62839,20,Police Pursuit Involved
6,California,62840,0,None
6,California,62841,0,None
6,California,62842,0,None
6,California,62843,0,None
6,California,62844,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
6,California,62845,31,Related to a Bus Stop
6,California,62846,0,None
6,California,62847,0,None
6,California,62848,0,None
6,California,62849,0,None
6,California,62850,0,None
6,California,62851,0,None
6,California,62852,0,None
6,California,62853,0,None
6,California,62854,0,None
6,California,62855,0,None
6,California,62856,0,None
6,California,62857,0,None
6,California,62858,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
6,California,62859,0,None
6,California,62860,20,Police Pursuit Involved
6,California,62861,0,None
6,California,62862,0,None
6,California,62864,0,None
6,California,62866,0,None
6,California,62867,28,Regular Congestion
6,California,62868,0,None
6,California,62869,0,None
6,California,62870,0,None
6,California,62871,0,None
6,California,62872,0,None
6,California,62873,0,None
6,California,62874,0,None
6,California,62875,0,None
6,California,62876,0,None
6,California,62877,23,Indication of a Stalled/Disabled Vehicle
6,California,62878,0,None
6,California,62879,0,None
6,California,62881,0,None
6,California,62882,0,None
6,California,62883,0,None
6,California,62884,0,None
6,California,62885,0,None
6,California,62886,0,None
6,California,62887,0,None
6,California,62888,0,None
6,California,62889,0,None
6,California,62890,0,None
6,California,62891,0,None
6,California,62892,0,None
6,California,62893,0,None
6,California,62894,0,None
6,California,62895,0,None
6,California,62896,0,None
6,California,62897,0,None
6,California,62899,0,None
6,California,62900,0,None
6,California,62901,0,None
6,California,62902,0,None
6,California,62903,0,None
6,California,62904,0,None
6,California,62905,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
6,California,62906,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
6,California,62907,0,None
6,California,62908,0,None
6,California,62909,0,None
6,California,62910,0,None
6,California,62911,0,None
6,California,62912,0,None
6,California,62913,0,None
6,California,62914,0,None
6,California,62915,0,None
6,California,62916,0,None
6,California,62917,0,None
6,California,62918,0,None
6,California,62919,0,None
6,California,62920,0,None
6,California,62921,0,None
6,California,62922,0,None
6,California,62923,0,None
6,California,62924,0,None
6,California,62925,0,None
6,California,62926,0,None
6,California,62927,0,None
6,California,62928,0,None
6,California,62929,0,None
6,California,62930,0,None
6,California,62931,0,None
6,California,62932,0,None
6,California,62933,0,None
6,California,62934,0,None
6,California,62935,0,None
6,California,62936,0,None
6,California,62937,0,None
6,California,62938,0,None
6,California,62939,26,Prior Non-Recurring Incident
6,California,62940,0,None
6,California,62941,0,None
6,California,62942,23,Indication of a Stalled/Disabled Vehicle
6,California,62943,0,None
6,California,62944,0,None
6,California,62945,0,None
6,California,62946,0,None
6,California,62947,22,Speed Limit is a Statutory Limit as Recorded or was determined as this state`s `basic rule`
6,California,62948,0,None
6,California,62949,0,None
6,California,62950,0,None
6,California,62951,0,None
6,California,62952,0,None
6,California,62953,0,None
6,California,62954,0,None
6,California,62955,0,None
6,California,62956,0,None
6,California,62957,0,None
6,California,62958,0,None
6,California,62959,0,None
6,California,62960,0,None
6,California,62961,0,None
6,California,62962,19,Recent/Previous Crash scene Nearby
6,California,62962,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
6,California,62963,0,None
6,California,62964,15,"Non-occupant struck by falling cargo, or something that came loose from, or something that was set in motion by a vehicle"
6,California,62965,23,Indication of a Stalled/Disabled Vehicle
6,California,62966,0,None
6,California,62967,0,None
6,California,62968,0,None
6,California,62969,0,None
6,California,62970,0,None
6,California,62971,0,None
6,California,62972,0,None
6,California,62973,0,None
6,California,62974,0,None
6,California,62975,0,None
6,California,62976,0,None
6,California,62977,0,None
6,California,62978,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
6,California,62979,0,None
6,California,62980,0,None
6,California,62981,0,None
6,California,62982,0,None
6,California,62983,20,Police Pursuit Involved
6,California,62984,0,None
6,California,62985,0,None
6,California,62986,0,None
6,California,62987,0,None
6,California,62988,0,None
6,California,62989,0,None
6,California,62990,0,None
6,California,62991,19,Recent/Previous Crash scene Nearby
6,California,62992,0,None
6,California,62993,0,None
6,California,62994,20,Police Pursuit Involved
6,California,62995,0,None
6,California,62996,0,None
6,California,62997,0,None
6,California,62998,0,None
6,California,62999,0,None
6,California,63000,0,None
6,California,63001,19,Recent/Previous Crash scene Nearby
6,California,63002,0,None
6,California,63003,0,None
6,California,63004,0,None
6,California,63005,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
6,California,63006,0,None
6,California,63007,0,None
6,California,63008,0,None
6,California,63009,0,None
6,California,63010,0,None
6,California,63011,0,None
6,California,63012,0,None
6,California,63014,0,None
6,California,63015,0,None
6,California,63016,0,None
6,California,63017,0,None
6,California,63018,0,None
6,California,63019,0,None
6,California,63020,0,None
6,California,63021,0,None
6,California,63022,0,None
6,California,63023,0,None
6,California,63024,0,None
6,California,63025,0,None
6,California,63026,0,None
6,California,63027,0,None
6,California,63028,0,None
6,California,63029,0,None
6,California,63030,0,None
6,California,63031,0,None
6,California,63032,0,None
6,California,63033,0,None
6,California,63034,0,None
6,California,63035,0,None
6,California,63036,0,None
6,California,63037,0,None
6,California,63038,0,None
6,California,63039,0,None
6,California,63040,0,None
6,California,63041,0,None
6,California,63042,0,None
6,California,63043,0,None
6,California,63044,0,None
6,California,63045,0,None
6,California,63046,0,None
6,California,63047,0,None
6,California,63048,0,None
6,California,63049,0,None
6,California,63050,0,None
6,California,63051,0,None
6,California,63052,0,None
6,California,63053,0,None
6,California,63054,0,None
6,California,63055,0,None
6,California,63056,0,None
6,California,63057,0,None
6,California,63058,0,None
6,California,63059,0,None
6,California,63060,0,None
6,California,63061,0,None
6,California,63062,0,None
6,California,63063,0,None
6,California,63064,0,None
6,California,63065,0,None
6,California,63066,0,None
6,California,63067,0,None
6,California,63068,0,None
6,California,63069,0,None
6,California,63070,0,None
6,California,63071,0,None
6,California,63072,0,None
6,California,63073,0,None
6,California,63074,0,None
6,California,63075,0,None
6,California,63076,0,None
6,California,63077,0,None
6,California,63078,0,None
6,California,63079,0,None
6,California,63080,0,None
6,California,63081,0,None
6,California,63082,0,None
6,California,63083,0,None
6,California,63084,0,None
6,California,63085,0,None
6,California,63086,0,None
6,California,63087,0,None
6,California,63088,0,None
6,California,63089,0,None
6,California,63090,0,None
6,California,63091,0,None
6,California,63092,0,None
6,California,63093,0,None
6,California,63094,0,None
6,California,63095,0,None
6,California,63096,0,None
6,California,63097,0,None
6,California,63098,0,None
6,California,63100,0,None
6,California,63101,0,None
6,California,63102,0,None
6,California,63103,0,None
6,California,63104,0,None
6,California,63105,0,None
6,California,63106,0,None
6,California,63107,0,None
6,California,63108,0,None
6,California,63109,0,None
6,California,63110,999,Reported as Unknown
6,California,63111,0,None
6,California,63112,0,None
6,California,63113,0,None
6,California,63114,0,None
6,California,63115,0,None
6,California,63116,0,None
6,California,63117,0,None
6,California,63118,20,Police Pursuit Involved
6,California,63119,0,None
6,California,63120,0,None
6,California,63121,0,None
6,California,63122,0,None
6,California,63123,0,None
6,California,63124,0,None
6,California,63125,19,Recent/Previous Crash scene Nearby
6,California,63126,0,None
6,California,63127,0,None
6,California,63128,0,None
6,California,63129,0,None
6,California,63130,0,None
6,California,63131,0,None
6,California,63132,0,None
6,California,63133,0,None
6,California,63134,0,None
6,California,63135,0,None
6,California,63136,0,None
6,California,63137,0,None
6,California,63138,0,None
6,California,63139,0,None
6,California,63140,0,None
6,California,63141,0,None
6,California,63142,0,None
6,California,63143,0,None
6,California,63144,0,None
6,California,63145,0,None
6,California,63146,0,None
6,California,63147,0,None
6,California,63148,0,None
6,California,63149,0,None
6,California,63150,0,None
6,California,63151,19,Recent/Previous Crash scene Nearby
6,California,63151,3,Other Maintenance or Construction-Created Condition
6,California,63152,0,None
6,California,63153,0,None
6,California,63154,0,None
6,California,63155,0,None
6,California,63156,0,None
6,California,63157,0,None
6,California,63158,0,None
6,California,63159,0,None
6,California,63160,20,Police Pursuit Involved
6,California,63161,0,None
6,California,63162,0,None
6,California,63163,0,None
6,California,63164,0,None
6,California,63165,0,None
6,California,63166,0,None
6,California,63167,0,None
6,California,63168,0,None
6,California,63169,0,None
6,California,63170,0,None
6,California,63171,23,Indication of a Stalled/Disabled Vehicle
6,California,63172,0,None
6,California,63173,1,"Inadequate Warning of Exits, Lanes Narrowing, Traffic Controls, etc."
6,California,63174,0,None
6,California,63175,0,None
6,California,63176,0,None
6,California,63177,0,None
6,California,63178,0,None
6,California,63179,0,None
6,California,63180,0,None
6,California,63181,0,None
6,California,63182,0,None
6,California,63183,0,None
6,California,63184,0,None
6,California,63185,0,None
6,California,63186,0,None
6,California,63187,0,None
6,California,63188,2,Shoulder Design or Condition
6,California,63189,0,None
6,California,63190,0,None
6,California,63191,0,None
6,California,63192,0,None
6,California,63193,0,None
6,California,63194,0,None
6,California,63195,0,None
6,California,63196,0,None
6,California,63197,0,None
6,California,63198,0,None
6,California,63199,0,None
6,California,63200,0,None
6,California,63201,0,None
6,California,63202,0,None
6,California,63203,0,None
6,California,63204,0,None
6,California,63205,0,None
6,California,63206,0,None
6,California,63207,0,None
6,California,63208,0,None
6,California,63209,0,None
6,California,63210,0,None
6,California,63211,0,None
6,California,63212,0,None
6,California,63213,0,None
6,California,63214,0,None
6,California,63215,0,None
6,California,63216,0,None
6,California,63217,0,None
6,California,63218,0,None
6,California,63219,0,None
6,California,63220,0,None
6,California,63221,0,None
6,California,63222,0,None
6,California,63223,0,None
6,California,63224,0,None
6,California,63225,0,None
6,California,63226,0,None
6,California,63227,23,Indication of a Stalled/Disabled Vehicle
6,California,63227,19,Recent/Previous Crash scene Nearby
6,California,63228,19,Recent/Previous Crash scene Nearby
6,California,63229,0,None
6,California,63230,0,None
6,California,63231,0,None
6,California,63232,0,None
6,California,63233,0,None
6,California,63235,0,None
6,California,63236,4,No or Obscured Pavement Marking
6,California,63237,0,None
6,California,63238,0,None
6,California,63239,20,Police Pursuit Involved
6,California,63240,0,None
6,California,63241,0,None
6,California,63242,0,None
6,California,63243,0,None
6,California,63244,0,None
6,California,63245,0,None
6,California,63246,0,None
6,California,63247,0,None
6,California,63248,0,None
6,California,63249,0,None
6,California,63250,0,None
6,California,63251,0,None
6,California,63252,0,None
6,California,63253,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
6,California,63254,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
6,California,63255,0,None
6,California,63256,0,None
6,California,63257,0,None
6,California,63258,0,None
6,California,63259,20,Police Pursuit Involved
6,California,63260,0,None
6,California,63261,0,None
6,California,63262,0,None
6,California,63263,0,None
6,California,63264,0,None
6,California,63266,0,None
6,California,63267,0,None
6,California,63268,0,None
6,California,63269,0,None
6,California,63270,0,None
6,California,63271,0,None
6,California,63272,0,None
6,California,63273,0,None
6,California,63274,0,None
6,California,63275,0,None
6,California,63276,0,None
6,California,63277,0,None
6,California,63278,0,None
6,California,63279,0,None
6,California,63280,0,None
6,California,63281,0,None
6,California,63282,0,None
6,California,63283,0,None
6,California,63284,0,None
6,California,63285,0,None
6,California,63286,0,None
6,California,63287,0,None
6,California,63288,0,None
6,California,63289,0,None
6,California,63290,0,None
6,California,63291,0,None
6,California,63292,0,None
6,California,63293,0,None
6,California,63294,0,None
6,California,63295,0,None
6,California,63296,0,None
6,California,63297,0,None
6,California,63298,0,None
6,California,63299,0,None
6,California,63300,0,None
6,California,63301,0,None
6,California,63302,0,None
6,California,63303,0,None
6,California,63304,0,None
6,California,63305,0,None
6,California,63306,0,None
6,California,63307,0,None
6,California,63308,0,None
6,California,63309,0,None
6,California,63310,0,None
6,California,63311,0,None
6,California,63312,0,None
6,California,63313,0,None
6,California,63314,0,None
6,California,63315,0,None
6,California,63316,0,None
6,California,63317,0,None
6,California,63318,0,None
6,California,63319,0,None
6,California,63320,0,None
6,California,63321,0,None
6,California,63322,0,None
6,California,63323,0,None
6,California,63324,0,None
6,California,63325,0,None
6,California,63326,0,None
6,California,63327,0,None
6,California,63328,0,None
6,California,63329,0,None
6,California,63330,20,Police Pursuit Involved
6,California,63331,0,None
6,California,63332,0,None
6,California,63333,0,None
6,California,63334,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
6,California,63335,0,None
6,California,63336,0,None
6,California,63337,0,None
6,California,63338,0,None
6,California,63339,0,None
6,California,63340,0,None
6,California,63341,0,None
6,California,63342,0,None
6,California,63343,0,None
6,California,63344,0,None
6,California,63345,0,None
6,California,63346,0,None
6,California,63347,0,None
6,California,63348,0,None
6,California,63349,0,None
6,California,63350,0,None
6,California,63351,0,None
6,California,63352,0,None
6,California,63353,0,None
6,California,63354,0,None
6,California,63355,0,None
6,California,63356,0,None
6,California,63357,0,None
6,California,63358,0,None
6,California,63359,0,None
6,California,63360,0,None
6,California,63361,0,None
6,California,63362,0,None
6,California,63363,0,None
6,California,63364,0,None
6,California,63366,0,None
6,California,63367,0,None
6,California,63368,0,None
6,California,63369,0,None
6,California,63370,16,Non-occupant struck vehicle
6,California,63371,0,None
6,California,63372,0,None
6,California,63373,0,None
6,California,63374,15,"Non-occupant struck by falling cargo, or something that came loose from, or something that was set in motion by a vehicle"
6,California,63375,0,None
6,California,63376,0,None
6,California,63377,0,None
6,California,63378,0,None
6,California,63379,0,None
6,California,63380,0,None
6,California,63381,0,None
6,California,63382,0,None
6,California,63383,0,None
6,California,63384,0,None
6,California,63385,0,None
6,California,63386,0,None
6,California,63387,0,None
6,California,63388,0,None
6,California,63389,0,None
6,California,63390,0,None
6,California,63391,0,None
6,California,63392,0,None
6,California,63393,0,None
6,California,63394,0,None
6,California,63395,0,None
6,California,63396,0,None
6,California,63397,0,None
6,California,63398,0,None
6,California,63399,0,None
6,California,63400,0,None
6,California,63401,0,None
6,California,63402,0,None
6,California,63403,0,None
6,California,63404,0,None
6,California,63405,0,None
6,California,63406,0,None
6,California,63407,0,None
6,California,63408,0,None
6,California,63409,0,None
6,California,63410,0,None
6,California,63411,0,None
6,California,63412,0,None
6,California,63413,0,None
6,California,63414,0,None
6,California,63415,0,None
6,California,63416,0,None
6,California,63417,0,None
6,California,63418,0,None
6,California,63419,0,None
6,California,63420,0,None
6,California,63421,0,None
6,California,63422,0,None
6,California,63423,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
6,California,63424,0,None
6,California,63425,0,None
6,California,63426,0,None
6,California,63427,0,None
6,California,63428,0,None
6,California,63429,0,None
6,California,63430,0,None
6,California,63431,0,None
6,California,63432,0,None
6,California,63433,0,None
6,California,63434,0,None
6,California,63435,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
6,California,63436,0,None
6,California,63437,0,None
6,California,63438,0,None
6,California,63439,0,None
6,California,63440,0,None
6,California,63441,0,None
6,California,63442,0,None
6,California,63443,0,None
6,California,63444,0,None
6,California,63445,0,None
6,California,63446,0,None
6,California,63447,0,None
6,California,63448,0,None
6,California,63449,31,Related to a Bus Stop
6,California,63450,0,None
6,California,63451,0,None
6,California,63452,0,None
6,California,63453,0,None
6,California,63454,20,Police Pursuit Involved
6,California,63455,0,None
6,California,63456,0,None
6,California,63457,0,None
6,California,63458,0,None
6,California,63459,0,None
6,California,63460,0,None
6,California,63461,0,None
6,California,63462,23,Indication of a Stalled/Disabled Vehicle
6,California,63463,0,None
6,California,63464,0,None
6,California,63465,0,None
6,California,63466,0,None
6,California,63467,0,None
6,California,63468,0,None
6,California,63469,0,None
6,California,63470,0,None
6,California,63471,0,None
6,California,63472,0,None
6,California,63473,0,None
6,California,63474,0,None
6,California,63475,0,None
6,California,63476,0,None
6,California,63477,0,None
6,California,63478,0,None
6,California,63479,0,None
6,California,63480,0,None
6,California,63481,0,None
6,California,63482,0,None
6,California,63483,0,None
6,California,63484,0,None
6,California,63485,0,None
6,California,63486,0,None
6,California,63487,0,None
6,California,63488,0,None
6,California,63489,0,None
6,California,63490,0,None
6,California,63491,0,None
6,California,63492,0,None
6,California,63493,0,None
6,California,63494,0,None
6,California,63495,0,None
6,California,63496,0,None
6,California,63497,0,None
6,California,63498,0,None
6,California,63499,0,None
6,California,63501,0,None
6,California,63502,0,None
6,California,63503,0,None
6,California,63504,0,None
6,California,63505,0,None
6,California,63506,0,None
6,California,63507,0,None
6,California,63508,0,None
6,California,63509,0,None
6,California,63510,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
6,California,63510,4,No or Obscured Pavement Marking
6,California,63511,0,None
6,California,63512,0,None
6,California,63513,0,None
6,California,63514,0,None
6,California,63515,0,None
6,California,63516,0,None
6,California,63517,0,None
6,California,63518,0,None
6,California,63519,0,None
6,California,63520,0,None
6,California,63521,0,None
6,California,63522,0,None
6,California,63523,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
6,California,63524,0,None
6,California,63525,0,None
6,California,63526,0,None
6,California,63527,0,None
6,California,63528,0,None
6,California,63529,0,None
6,California,63530,23,Indication of a Stalled/Disabled Vehicle
6,California,63531,0,None
6,California,63532,0,None
6,California,63533,0,None
6,California,63534,0,None
6,California,63535,18,Date of Crash and Date of EMS Notification were not the same day
6,California,63536,0,None
6,California,63537,0,None
6,California,63538,0,None
6,California,63539,0,None
6,California,63540,12,Distracted Driver of a Non-Contact Vehicle
6,California,63541,0,None
6,California,63542,0,None
6,California,63543,16,Non-occupant struck vehicle
6,California,63544,0,None
6,California,63545,0,None
6,California,63546,0,None
6,California,63547,0,None
6,California,63548,0,None
6,California,63549,0,None
6,California,63550,0,None
6,California,63551,0,None
6,California,63552,0,None
6,California,63554,0,None
6,California,63555,0,None
6,California,63556,0,None
6,California,63557,0,None
6,California,63558,0,None
6,California,63559,0,None
6,California,63560,19,Recent/Previous Crash scene Nearby
6,California,63561,0,None
6,California,63562,0,None
6,California,63563,0,None
6,California,63564,0,None
6,California,63565,0,None
6,California,63566,0,None
6,California,63567,0,None
6,California,63568,0,None
6,California,63569,0,None
6,California,63570,0,None
6,California,63571,0,None
6,California,63572,0,None
6,California,63573,0,None
6,California,63574,0,None
6,California,63575,0,None
6,California,63576,0,None
6,California,63577,0,None
6,California,63578,0,None
6,California,63579,0,None
6,California,63580,0,None
6,California,63581,0,None
6,California,63582,0,None
6,California,63583,0,None
6,California,63584,0,None
6,California,63585,0,None
6,California,63586,0,None
6,California,63587,0,None
6,California,63588,0,None
6,California,63589,15,"Non-occupant struck by falling cargo, or something that came loose from, or something that was set in motion by a vehicle"
6,California,63590,0,None
6,California,63591,0,None
6,California,63592,0,None
6,California,63593,0,None
6,California,63594,19,Recent/Previous Crash scene Nearby
6,California,63594,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
6,California,63595,0,None
6,California,63596,0,None
6,California,63597,0,None
6,California,63598,0,None
6,California,63599,0,None
6,California,63600,0,None
6,California,63601,0,None
6,California,63602,0,None
6,California,63603,0,None
6,California,63604,0,None
6,California,63605,0,None
6,California,63606,0,None
6,California,63607,0,None
6,California,63608,0,None
6,California,63609,0,None
6,California,63610,0,None
6,California,63611,0,None
6,California,63612,0,None
6,California,63613,0,None
6,California,63614,0,None
6,California,63615,0,None
6,California,63616,0,None
6,California,63617,0,None
6,California,63618,0,None
6,California,63619,0,None
6,California,63620,0,None
6,California,63621,0,None
6,California,63622,0,None
6,California,63623,0,None
6,California,63624,0,None
8,Colorado,80001,0,None
8,Colorado,80002,0,None
8,Colorado,80003,0,None
8,Colorado,80004,0,None
8,Colorado,80005,0,None
8,Colorado,80006,0,None
8,Colorado,80007,0,None
8,Colorado,80008,0,None
8,Colorado,80009,0,None
8,Colorado,80010,0,None
8,Colorado,80011,0,None
8,Colorado,80012,0,None
8,Colorado,80013,0,None
8,Colorado,80014,0,None
8,Colorado,80015,0,None
8,Colorado,80016,0,None
8,Colorado,80017,0,None
8,Colorado,80018,0,None
8,Colorado,80019,19,Recent/Previous Crash scene Nearby
8,Colorado,80020,0,None
8,Colorado,80021,0,None
8,Colorado,80022,0,None
8,Colorado,80023,0,None
8,Colorado,80024,0,None
8,Colorado,80025,0,None
8,Colorado,80026,0,None
8,Colorado,80027,0,None
8,Colorado,80028,0,None
8,Colorado,80029,0,None
8,Colorado,80030,0,None
8,Colorado,80031,0,None
8,Colorado,80032,0,None
8,Colorado,80033,0,None
8,Colorado,80034,0,None
8,Colorado,80035,0,None
8,Colorado,80036,0,None
8,Colorado,80037,0,None
8,Colorado,80038,0,None
8,Colorado,80039,0,None
8,Colorado,80040,0,None
8,Colorado,80041,0,None
8,Colorado,80042,0,None
8,Colorado,80043,0,None
8,Colorado,80044,0,None
8,Colorado,80045,0,None
8,Colorado,80046,0,None
8,Colorado,80047,0,None
8,Colorado,80048,0,None
8,Colorado,80049,0,None
8,Colorado,80050,0,None
8,Colorado,80051,0,None
8,Colorado,80052,0,None
8,Colorado,80053,0,None
8,Colorado,80054,0,None
8,Colorado,80055,0,None
8,Colorado,80056,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
8,Colorado,80057,0,None
8,Colorado,80058,0,None
8,Colorado,80059,0,None
8,Colorado,80060,0,None
8,Colorado,80061,0,None
8,Colorado,80062,0,None
8,Colorado,80063,0,None
8,Colorado,80064,0,None
8,Colorado,80065,23,Indication of a Stalled/Disabled Vehicle
8,Colorado,80066,0,None
8,Colorado,80067,0,None
8,Colorado,80068,0,None
8,Colorado,80069,23,Indication of a Stalled/Disabled Vehicle
8,Colorado,80069,19,Recent/Previous Crash scene Nearby
8,Colorado,80070,0,None
8,Colorado,80071,0,None
8,Colorado,80072,0,None
8,Colorado,80073,0,None
8,Colorado,80074,0,None
8,Colorado,80075,0,None
8,Colorado,80076,0,None
8,Colorado,80077,0,None
8,Colorado,80078,0,None
8,Colorado,80079,0,None
8,Colorado,80080,0,None
8,Colorado,80081,0,None
8,Colorado,80082,0,None
8,Colorado,80083,0,None
8,Colorado,80084,0,None
8,Colorado,80085,28,Regular Congestion
8,Colorado,80086,0,None
8,Colorado,80087,0,None
8,Colorado,80088,0,None
8,Colorado,80089,0,None
8,Colorado,80090,0,None
8,Colorado,80091,0,None
8,Colorado,80092,0,None
8,Colorado,80093,0,None
8,Colorado,80094,0,None
8,Colorado,80095,0,None
8,Colorado,80096,0,None
8,Colorado,80097,0,None
8,Colorado,80098,0,None
8,Colorado,80099,0,None
8,Colorado,80100,0,None
8,Colorado,80101,0,None
8,Colorado,80102,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
8,Colorado,80103,0,None
8,Colorado,80104,0,None
8,Colorado,80105,0,None
8,Colorado,80106,0,None
8,Colorado,80107,0,None
8,Colorado,80108,20,Police Pursuit Involved
8,Colorado,80109,0,None
8,Colorado,80110,0,None
8,Colorado,80111,0,None
8,Colorado,80112,0,None
8,Colorado,80113,0,None
8,Colorado,80115,0,None
8,Colorado,80116,0,None
8,Colorado,80117,0,None
8,Colorado,80118,0,None
8,Colorado,80119,0,None
8,Colorado,80120,0,None
8,Colorado,80121,0,None
8,Colorado,80122,0,None
8,Colorado,80123,0,None
8,Colorado,80124,0,None
8,Colorado,80125,0,None
8,Colorado,80126,20,Police Pursuit Involved
8,Colorado,80127,0,None
8,Colorado,80128,0,None
8,Colorado,80129,0,None
8,Colorado,80130,0,None
8,Colorado,80131,0,None
8,Colorado,80132,0,None
8,Colorado,80133,0,None
8,Colorado,80134,0,None
8,Colorado,80135,0,None
8,Colorado,80136,0,None
8,Colorado,80137,0,None
8,Colorado,80138,0,None
8,Colorado,80139,0,None
8,Colorado,80140,0,None
8,Colorado,80141,20,Police Pursuit Involved
8,Colorado,80142,0,None
8,Colorado,80143,28,Regular Congestion
8,Colorado,80144,0,None
8,Colorado,80145,0,None
8,Colorado,80146,0,None
8,Colorado,80147,0,None
8,Colorado,80148,0,None
8,Colorado,80149,0,None
8,Colorado,80150,0,None
8,Colorado,80151,23,Indication of a Stalled/Disabled Vehicle
8,Colorado,80152,13,Aggressive Driving / Road Rage by Non-contact Vehicle Driver
8,Colorado,80153,0,None
8,Colorado,80154,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
8,Colorado,80155,0,None
8,Colorado,80156,0,None
8,Colorado,80157,0,None
8,Colorado,80158,0,None
8,Colorado,80159,0,None
8,Colorado,80160,0,None
8,Colorado,80161,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
8,Colorado,80161,3,Other Maintenance or Construction-Created Condition
8,Colorado,80162,0,None
8,Colorado,80163,0,None
8,Colorado,80164,0,None
8,Colorado,80165,0,None
8,Colorado,80166,0,None
8,Colorado,80167,0,None
8,Colorado,80168,0,None
8,Colorado,80169,0,None
8,Colorado,80170,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle"
8,Colorado,80171,0,None
8,Colorado,80172,0,None
8,Colorado,80173,0,None
8,Colorado,80174,0,None
8,Colorado,80175,0,None
8,Colorado,80176,0,None
8,Colorado,80177,0,None
8,Colorado,80178,0,None
8,Colorado,80179,0,None
8,Colorado,80180,0,None
8,Colorado,80181,0,None
8,Colorado,80182,0,None
8,Colorado,80183,0,None
8,Colorado,80184,0,None
8,Colorado,80185,0,None
8,Colorado,80186,0,None
8,Colorado,80187,0,None
8,Colorado,80188,0,None
8,Colorado,80189,0,None
8,Colorado,80191,0,None
8,Colorado,80192,0,None
8,Colorado,80193,0,None
8,Colorado,80194,0,None
8,Colorado,80195,0,None
8,Colorado,80196,0,None
8,Colorado,80197,0,None
8,Colorado,80198,23,Indication of a Stalled/Disabled Vehicle
8,Colorado,80199,0,None
8,Colorado,80200,0,None
8,Colorado,80201,0,None
8,Colorado,80202,0,None
8,Colorado,80203,23,Indication of a Stalled/Disabled Vehicle
8,Colorado,80204,0,None
8,Colorado,80205,0,None
8,Colorado,80206,0,None
8,Colorado,80207,0,None
8,Colorado,80208,0,None
8,Colorado,80209,0,None
8,Colorado,80210,0,None
8,Colorado,80211,0,None
8,Colorado,80212,0,None
